video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
COMBINED_SEQ,0.6790871750620364,0.6457573223909421,0.7178174534367576,0.7187709454253102,0.829031497176869,82556,84310,1388,598281,0.8381380104585842,0.839370221297611,0.8369094121324261
