doan,v_kf,fde_kf,fde_omega0_vest,fde_omega0_vkf,lech_voi_kf
1,0.0,283.14399892104365,283.14399892104365,283.14399892104365,0.0
2,11.044964771444748,161.37569357572866,34.999652587352365,159.98681656245415,1.3888770132745094
3,3.8664321606034644,63.73787692229144,63.35026159225816,65.6883595656341,1.95048264334266
