video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14783,145,39.1,42.1
MVI_40171,1150,1,5342,81,25.2,45.6
MVI_40172,2635,3,9503,140,54.4,48.4
MVI_40204,1225,2,18201,242,28.0,43.8
MVI_40751,1145,1,7031,76,25.1,45.6
MVI_63554,1445,1,7736,170,31.0,46.6
