video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_20011,664,7,5156,78,16.5,40.3
MVI_40962,1875,5,6955,121,38.9,48.2
MVI_39811,1070,5,649,34,19.3,55.3
MVI_40204,1225,2,17916,292,30.0,40.9
MVI_63521,2055,2,12900,179,44.0,46.7
