video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14689,159,,
MVI_40171,1150,1,5394,109,,
MVI_40172,2635,3,9438,201,,
MVI_40204,1225,2,17947,291,,
MVI_40751,1145,1,6982,94,,
MVI_63554,1445,1,7575,240,,
