video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14793,145,44.7,36.8
MVI_40171,1150,1,5357,101,30.4,37.9
MVI_40172,2635,3,9484,153,56.4,46.7
MVI_40204,1225,2,18211,245,34.2,35.8
MVI_40751,1145,1,7056,78,26.5,43.2
MVI_63554,1445,1,7732,201,33.8,42.7
