video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14785,138,,
MVI_40171,1150,1,5421,72,,
MVI_40172,2635,3,9481,135,,
MVI_40204,1225,2,18222,229,,
MVI_40751,1145,1,6988,76,,
MVI_63554,1445,1,7705,171,,
