video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14785,139,38.2,43.0
MVI_40171,1150,1,5415,74,23.2,49.5
MVI_40172,2635,3,9455,148,52.3,50.3
MVI_40204,1225,2,18223,232,26.6,46.1
MVI_40751,1145,1,6989,77,24.7,46.4
MVI_63554,1445,1,7694,192,28.5,50.7
