video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14801,137,41.3,39.9
MVI_40171,1150,1,5424,70,25.8,44.5
MVI_40172,2635,3,9482,132,53.9,48.9
MVI_40204,1225,2,18224,231,32.3,37.9
MVI_40751,1145,1,6994,76,26.0,44.1
MVI_63554,1445,1,7703,171,32.0,45.2
