video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14768,148,,
MVI_40171,1150,1,5328,98,,
MVI_40172,2635,3,9486,158,,
MVI_40204,1225,2,18222,245,,
MVI_40751,1145,1,7031,79,,
MVI_63554,1445,1,7712,206,,
