video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14771,147,,
MVI_40171,1150,1,5344,83,,
MVI_40172,2635,3,9491,146,,
MVI_40204,1225,2,18226,238,,
MVI_40751,1145,1,7011,74,,
MVI_63554,1445,1,7721,183,,
