video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14799,137,,
MVI_40171,1150,1,5426,70,,
MVI_40172,2635,3,9472,137,,
MVI_40204,1225,2,18223,231,,
MVI_40751,1145,1,6990,76,,
MVI_63554,1445,1,7717,177,,
