video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14793,143,43.7,37.7
MVI_40171,1150,1,5369,78,27.3,42.2
MVI_40172,2635,3,9501,144,56.4,46.7
MVI_40204,1225,2,18213,241,34.0,36.0
MVI_40751,1145,1,7043,74,27.4,41.8
MVI_63554,1445,1,7732,171,32.3,44.8
