video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14779,148,,
MVI_40171,1150,1,5353,105,,
MVI_40172,2635,3,9483,155,,
MVI_40204,1225,2,18205,247,31.4,39.0
MVI_40751,1145,1,7051,78,24.7,46.4
MVI_63554,1445,1,7745,200,31.4,46.0
