video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14705,157,63.6,25.8
MVI_40171,1150,1,5386,103,45.9,25.1
MVI_40172,2635,3,9423,203,85.5,30.8
MVI_40204,1225,2,17913,293,46.8,26.2
MVI_40751,1145,1,6979,93,40.7,28.1
MVI_63554,1445,1,7578,236,50.2,28.8
