video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_20011,664,7,5169,74,11.2,59.1
MVI_40962,1875,5,6968,118,36.8,50.9
MVI_39811,1070,5,655,32,12.2,87.4
MVI_40204,1225,2,17945,290,25.2,48.5
MVI_63521,2055,2,12905,177,40.8,50.3
