video,n_images,n_ignored_regions,n_det_boxes,n_tracks,seconds,fps
MVI_40131,1645,6,14785,139,39.7,41.4
MVI_40171,1150,1,5414,77,25.0,46.0
MVI_40172,2635,3,9454,151,51.8,50.9
MVI_40204,1225,2,18224,232,27.0,45.3
MVI_40751,1145,1,6989,77,23.6,48.6
MVI_63554,1445,1,7693,195,29.8,48.5
