video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
COMBINED_SEQ,0.5620679252316825,0.5321410389727107,0.5964118915040162,0.595052099201755,0.8153415585857274,5955,25414,1859,82055,0.6912638004576532,0.7987091826953799,0.6092986411553226
