video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR,motion_model
MVI_40871,0.6733464102478298,0.5836680477690157,0.7859143320064751,0.6665938566552901,0.8532484030489179,1284,10887,40,36625,0.7736421198171163,0.9111094663607432,0.6722184300341297,EKF + CTRV
MVI_40962,0.6566756147476341,0.645691574346054,0.6693313654911854,0.7191292875989446,0.8083863786320598,745,1365,19,7580,0.8470426409903714,0.8847701149425288,0.812401055408971,EKF + CTRV
MVI_40963,0.5574359194243819,0.5294326398649051,0.5911174151227468,0.671449437236876,0.7406911546659686,718,3068,38,11639,0.8084862385321101,0.910754656044784,0.7268665692928946,EKF + CTRV
MVI_40981,0.6239508871131432,0.6096206000672278,0.6419820332479338,0.7908976712725867,0.741285524976103,854,1266,44,10349,0.8768608892832496,0.8950387440877529,0.8594067059619287,EKF + CTRV
MVI_40991,0.3083309612385882,0.3903544809406494,0.2454625352206522,0.4678714859437751,0.7265940717989494,317,2032,36,4482,0.4364739964132983,0.5717383447777377,0.3529674252565818,EKF + CTRV
MVI_40992,0.3183146449811003,0.398245113363695,0.2572816706769818,0.3988542078229948,0.7462174277624873,647,2341,55,5062,0.4111506524317912,0.5145486935866983,0.3423548004741209,EKF + CTRV
MVI_41063,0.589353639607632,0.5438113639082106,0.6416183508361409,0.6229100318471338,0.8036349672219472,665,3077,47,10048,0.7581995023750283,0.8779465688842326,0.6671974522292994,EKF + CTRV
MVI_41073,0.6476398109936432,0.6172393787193028,0.6827203545225918,0.7254006799417193,0.791734813051103,924,1858,45,10295,0.8360805860805861,0.8777908343125734,0.7981544439048082,EKF + CTRV
MVI_63521,0.6913655813899334,0.6796825972597889,0.7041646882942743,0.795068928950159,0.852195288370811,439,2627,26,15088,0.8818779476918679,0.9566666666666668,0.8179347826086957,EKF + CTRV
MVI_63525,0.7645498475779903,0.7315691221552703,0.8046872157324092,0.8636887608069165,0.8492663362653161,114,350,9,3470,0.9060262529832936,0.9390847247990104,0.8752161383285303,EKF + CTRV
MVI_63544,0.4802277372136605,0.4398074173545775,0.5254484822211033,0.4355578196637799,0.790236413549014,440,649,19,1963,0.6419155232714555,0.6801596351197263,0.6077432501273561,EKF + CTRV
MVI_63552,0.5299680047521637,0.4820284123148475,0.5884437755601812,0.5170814002530578,0.7536595345260363,1010,2385,40,7113,0.7190101937592406,0.8051585918438481,0.649514972585407,EKF + CTRV
MVI_63553,0.5422791104140547,0.4886725753337991,0.6056506491247289,0.5861716937354988,0.7558809855520476,748,3663,48,10775,0.7363563187550308,0.8729007633587786,0.6367517401392111,EKF + CTRV
MVI_63554,0.5809091957636283,0.5303566769749722,0.6386867966607351,0.6240479333807251,0.7845032678109342,692,2961,49,9847,0.7675179340028695,0.8824228028503563,0.679090078196405,EKF + CTRV
MVI_63561,0.5520043762539676,0.4856438408583672,0.6305116504333674,0.536468428032235,0.792032693156057,1071,3416,57,9803,0.7136318869126933,0.825824617860016,0.6282770580434561,EKF + CTRV
MVI_63562,0.5901207646774325,0.5421800467294849,0.646133802272946,0.6281437125748504,0.7936950951768135,557,1883,44,6680,0.767325909921888,0.8623459096002989,0.6911676646706587,EKF + CTRV
MVI_63563,0.5841856787911022,0.5166043007722887,0.6644971275049314,0.6015265579255542,0.7982903481579522,616,3145,50,9564,0.7519730104223146,0.887135749822317,0.6525512337933919,EKF + CTRV
MVI_20011,0.531358683977372,0.5069795513410268,0.5578704826887932,0.6028739386022207,0.8110622607161481,268,2761,11,7655,0.7402668331122728,0.9190236342502904,0.6197256694970608,UKF + CTRV
MVI_20012,0.561195681280299,0.5515015987111286,0.5718587514171114,0.6510223048327137,0.7982417367162519,871,2099,34,8608,0.7624468351263448,0.825880758807588,0.7080622676579925,UKF + CTRV
MVI_20032,0.5771131885584437,0.5222146571703243,0.6382376389722734,0.5763427881713941,0.7806388371044173,328,374,0,1657,0.7851897184822522,0.7963997517070143,0.7742908871454436,UKF + CTRV
MVI_20033,0.5885605303014558,0.554440734966136,0.6254419136644538,0.6444823663253697,0.8141795790573796,482,1388,5,5274,0.8004563368595727,0.8834706959706959,0.7317026924535457,UKF + CTRV
MVI_20034,0.5634713039091624,0.5700774513269922,0.5574849019436762,0.6385141936782767,0.8424436674871817,654,2898,39,9934,0.7199273717657739,0.8249674902470742,0.6386148580632173,UKF + CTRV
MVI_20035,0.6753858952422438,0.6515176125671182,0.7004320547289398,0.7374103753690426,0.8459871145016762,1437,1657,19,11855,0.8592592592592593,0.8673828964331758,0.8512863770560944,UKF + CTRV
MVI_20051,0.6545474161604105,0.6403510276368136,0.6694482828178339,0.7163644504141482,0.8585918140300789,924,1576,34,8934,0.8134293680297398,0.8454479594300893,0.783747481531229,UKF + CTRV
MVI_20052,0.6648505278998688,0.6588081751797511,0.6715498206634024,0.7427922000239263,0.8478266668825318,925,1177,48,8359,0.805660148184137,0.8181818181818182,0.7935159708099055,UKF + CTRV
MVI_20061,0.5552807784000715,0.5417982496611847,0.5699536725539834,0.6227312013828867,0.8367203313932862,562,2886,44,9256,0.6966889053619966,0.8134737449509521,0.6092264477095938,UKF + CTRV
MVI_20062,0.5854655560633342,0.5146855208041228,0.6670017743019707,0.4034065441506051,0.8457820486476081,2088,546,28,4462,0.706669214599656,0.6159227181878747,0.8287763334827432,UKF + CTRV
MVI_20063,0.5387646244857663,0.5114178282609254,0.5682956363169381,0.5801001251564456,0.8207025357590441,527,2131,26,6392,0.7128801431127012,0.8322890559732665,0.6234355444305382,UKF + CTRV
MVI_20064,0.436700066688065,0.4139095035255235,0.461212061486933,0.4785673998871968,0.8381004625001462,274,7087,35,14184,0.6111807005335189,0.8936372269705603,0.4643965031020868,UKF + CTRV
MVI_20065,0.6195764152367232,0.5992993775673611,0.642105151426839,0.6952086733504313,0.8399589822356661,1113,4073,43,17156,0.8063919367185507,0.8904621020005635,0.7368267661459548,UKF + CTRV
MVI_39761,0.6795099724489595,0.6438555017525075,0.7180408988374035,0.7576654115115654,0.8161763073767488,511,384,6,3718,0.8792807087134735,0.8647594278283485,0.8942980096826251,UKF + CTRV
MVI_39771,0.4979819639773917,0.4683372026014246,0.5335948591639309,0.5337031900138697,0.7851159576423087,412,1254,15,3605,0.6918969849246231,0.7973217517191459,0.6110957004160887,UKF + CTRV
MVI_39781,0.5477419943497426,0.5392370209887511,0.5585694975192823,0.5205963122793252,0.8314042819777483,1922,1676,68,7647,0.6634491634491635,0.6531103509438744,0.674120570158232,UKF + CTRV
