video,track_id,seg_id,bucket,length_frames,duration_s,status,id_before,id_after,recall_during,gt_track_len,curvature_class,turn_class,occlusion_level,seg_speed,seg_turn_rate,seg_curv_class,tracker,motion_model,in_common
MVI_20011,8,0,long,51,2.04,no_before,,,0.4706,127,curved,gentle,partial,1.235,0.2781,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,10,0,long,61,2.44,switched,16.0,95.0,0.082,127,curved,gentle,partial,1.192,0.4975,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,13,0,long,108,4.32,no_before,,,0.9074,148,straight,gentle,partial,3.566,0.0562,cong nhe,yolov8n-bytetrack,KF + CV,False
MVI_20011,13,1,medium,13,0.52,lost,67.0,,0.0,148,straight,gentle,partial,1.055,2.0531,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,21,0,long,76,3.04,preserved,151.0,151.0,1.0,167,straight,gentle,partial,3.225,0.0512,cong nhe,yolov8n-bytetrack,KF + CV,True
MVI_20011,24,0,long,41,1.64,no_before,,,0.3415,121,straight,gentle,partial,1.009,0.4813,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,26,0,medium,21,0.84,no_before,,,0.0,151,curved,gentle,partial,0.79,0.5054,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,28,0,long,104,4.16,no_before,,,0.5769,121,curved,gentle,partial,3.39,0.0046,thang,yolov8n-bytetrack,KF + CV,False
MVI_20011,28,1,medium,13,0.52,no_before,,,0.0,121,curved,gentle,partial,0.743,3.8083,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,29,0,medium,31,1.24,no_before,,,0.0,352,static,static,partial,0.377,2.2186,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,29,1,medium,15,0.6,no_before,,,0.0,352,static,static,partial,0.681,2.1474,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,34,0,long,64,2.56,lost,230.0,,0.0,175,curved,sharp,partial,0.892,0.4057,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,35,0,long,113,4.52,no_before,,,0.1681,217,curved,sharp,partial,0.638,0.2179,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,35,1,short,8,0.32,preserved,263.0,263.0,1.0,217,curved,sharp,partial,1.135,6.7718,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,37,0,long,51,2.04,no_before,,,0.902,193,curved,sharp,partial,5.181,0.2099,cong gat,yolov8n-bytetrack,KF + CV,False
MVI_20011,37,1,long,119,4.76,lost,240.0,,0.1513,193,curved,sharp,partial,1.043,0.0036,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,40,0,long,113,4.52,no_before,,,0.8673,169,curved,sharp,partial,3.189,0.1112,cong nhe,yolov8n-bytetrack,KF + CV,False
MVI_20011,40,1,long,38,1.52,lost,256.0,,0.0,169,curved,sharp,partial,0.98,0.1108,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,43,0,long,55,2.2,no_before,,,0.9455,145,straight,straight,partial,4.681,0.0292,thang,yolov8n-bytetrack,KF + CV,False
MVI_20011,43,1,short,6,0.24,preserved,280.0,280.0,1.0,145,straight,straight,partial,1.568,0.0023,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,43,2,short,12,0.48,lost,280.0,,0.0,145,straight,straight,partial,0.975,4.7624,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,43,3,short,7,0.28,no_before,,,0.0,145,straight,straight,partial,0.998,5.1625,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,47,0,long,69,2.76,no_before,,,0.0725,148,static,static,partial,0.549,0.2442,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,47,1,short,8,0.32,preserved,372.0,372.0,1.0,148,static,static,partial,0.52,22.8632,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20011,47,2,short,5,0.2,preserved,372.0,372.0,1.0,148,static,static,partial,,,,yolov8n-bytetrack,KF + CV,True
MVI_20011,48,0,long,124,4.96,no_before,,,0.7177,124,curved,gentle,partial,3.106,0.0025,thang,yolov8n-bytetrack,KF + CV,False
MVI_20011,51,0,medium,28,1.12,no_before,,,0.0,46,curved,sharp,partial,0.866,0.3295,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,51,1,short,12,0.48,no_before,,,0.0,46,curved,sharp,partial,0.652,0.0137,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20011,52,0,medium,34,1.36,no_before,,,0.0,34,static,static,partial,0.474,1.1155,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,3,0,short,11,0.44,no_before,,,0.0,493,static,static,partial,0.433,8.9841,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,3,1,long,372,14.88,no_before,,,0.3844,493,static,static,partial,0.529,0.1633,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,5,0,medium,22,0.88,no_before,,,0.0,169,curved,sharp,partial,0.643,3.969,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,9,0,short,10,0.4,lost,7.0,,0.0,43,curved,straight,partial,0.637,3.6649,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,11,0,long,81,3.24,no_before,,,0.0123,211,curved,sharp,partial,0.663,0.0374,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,12,0,short,7,0.28,no_before,,,0.0,343,curved,gentle,partial,0.408,20.7561,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,12,1,medium,31,1.24,no_before,,,0.0,343,curved,gentle,partial,0.552,0.74,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,14,0,long,58,2.32,no_before,,,0.069,403,curved,sharp,partial,0.468,0.6033,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,14,1,long,118,4.72,preserved,39.0,39.0,1.0,403,curved,sharp,partial,0.908,0.5092,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,15,0,long,107,4.28,preserved,62.0,62.0,0.729,385,curved,straight,partial,1.305,0.078,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,16,0,long,143,5.72,no_before,,,0.9231,247,curved,sharp,partial,2.456,0.0191,thang,yolov8n-bytetrack,KF + CV,False
MVI_20012,16,1,short,4,0.16,preserved,52.0,52.0,1.0,247,curved,sharp,partial,,,,yolov8n-bytetrack,KF + CV,True
MVI_20012,16,2,medium,21,0.84,preserved,52.0,52.0,1.0,247,curved,sharp,partial,0.656,0.9886,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,16,5,medium,31,1.24,lost,52.0,,0.0,247,curved,sharp,partial,0.539,0.0344,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,17,0,medium,13,0.52,preserved,79.0,79.0,1.0,133,curved,gentle,partial,1.693,2.6599,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,17,1,long,41,1.64,lost,79.0,,0.3659,133,curved,gentle,partial,0.96,0.403,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,18,0,short,4,0.16,no_before,,,0.0,217,curved,gentle,partial,,,,yolov8n-bytetrack,KF + CV,False
MVI_20012,18,1,medium,29,1.16,no_before,,,0.0,217,curved,gentle,partial,0.601,3.3384,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,18,2,long,38,1.52,no_before,,,0.1579,217,curved,gentle,partial,0.952,1.3672,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,25,0,short,11,0.44,switched,183.0,207.0,0.0,193,straight,gentle,partial,0.95,2.2385,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,26,0,long,98,3.92,no_before,,,0.8367,109,curved,gentle,partial,3.805,0.0348,thang,yolov8n-bytetrack,KF + CV,False
MVI_20012,28,0,long,76,3.04,no_before,,,0.0263,205,straight,gentle,partial,0.748,0.0226,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,28,1,short,10,0.4,preserved,323.0,323.0,1.0,205,straight,gentle,partial,0.978,8.2327,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,31,0,long,78,3.12,no_before,,,0.5769,217,curved,gentle,partial,0.654,0.0938,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,31,1,medium,28,1.12,preserved,326.0,326.0,0.8214,217,curved,gentle,partial,0.898,0.7136,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,36,0,long,136,5.44,lost,387.0,,0.3824,193,curved,straight,partial,0.69,0.2298,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20012,37,0,long,103,4.12,no_before,,,0.699,103,curved,gentle,partial,3.944,0.081,cong nhe,yolov8n-bytetrack,KF + CV,False
MVI_20012,38,0,long,117,4.68,no_before,,,0.1624,271,curved,sharp,partial,1.076,0.0529,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20012,41,0,medium,28,1.12,lost,461.0,,0.3214,171,static,static,partial,2.249,1.7287,cong gat,yolov8n-bytetrack,KF + CV,True
MVI_20012,41,1,short,4,0.16,lost,461.0,,0.0,171,static,static,partial,,,,yolov8n-bytetrack,KF + CV,True
MVI_20033,2,0,medium,19,0.76,preserved,2.0,2.0,1.0,229,curved,straight,partial,1.024,0.2706,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20033,2,1,long,69,2.76,lost,2.0,,0.2754,229,curved,straight,partial,0.653,0.1593,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20033,5,0,medium,23,0.92,no_before,,,0.0,241,curved,straight,partial,0.353,4.8287,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20033,5,1,short,5,0.2,no_before,,,0.0,241,curved,straight,partial,,,,yolov8n-bytetrack,KF + CV,False
MVI_20033,14,0,medium,31,1.24,lost,139.0,,0.0968,235,curved,gentle,partial,0.711,0.7903,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,2,0,short,2,0.08,no_before,,,0.0,91,curved,gentle,partial,,,,yolov8n-bytetrack,KF + CV,False
MVI_20034,4,0,medium,31,1.24,no_before,,,1.0,31,static,static,partial,0.414,0.1055,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,6,0,medium,20,0.8,lost,24.0,,0.0,187,curved,gentle,partial,0.518,1.4785,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,7,0,long,104,4.16,lost,30.0,,0.1346,211,curved,gentle,partial,0.702,0.0271,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,15,0,long,65,2.6,lost,97.0,,0.2615,181,curved,sharp,partial,0.843,0.5396,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,16,0,medium,19,0.76,preserved,118.0,118.0,0.6842,512,static,static,partial,0.721,0.356,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,16,1,medium,20,0.8,no_before,,,0.0,512,static,static,partial,0.437,8.9716,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,20,0,medium,37,1.48,lost,114.0,,0.6486,181,curved,gentle,partial,0.794,0.4118,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,21,0,short,4,0.16,no_before,,,0.0,307,curved,gentle,partial,,,,yolov8n-bytetrack,KF + CV,False
MVI_20034,22,0,medium,30,1.2,preserved,225.0,225.0,1.0,331,curved,sharp,partial,0.721,0.3144,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,23,0,long,160,6.4,lost,144.0,,0.3125,271,curved,gentle,partial,0.693,0.1894,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,24,0,medium,15,0.6,no_before,,,0.0,193,curved,straight,partial,0.725,10.8279,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,24,1,medium,15,0.6,no_before,,,0.0,193,curved,straight,partial,0.593,0.5526,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,25,0,long,111,4.44,no_before,,,0.0,289,curved,sharp,partial,0.578,0.0802,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,28,0,medium,15,0.6,no_before,,,0.0,193,curved,sharp,partial,0.638,2.1754,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,30,0,long,194,7.76,switched,194.0,373.0,0.5567,301,curved,straight,partial,0.838,0.0003,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,33,0,long,81,3.24,no_before,,,0.3457,187,straight,straight,partial,0.801,0.0979,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,38,0,medium,20,0.8,no_before,,,0.0,212,curved,straight,partial,0.521,2.2711,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,38,1,medium,23,0.92,no_before,,,0.5217,212,curved,straight,partial,0.492,0.8503,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,38,2,short,4,0.16,preserved,346.0,346.0,1.0,212,curved,straight,partial,,,,yolov8n-bytetrack,KF + CV,True
MVI_20034,42,0,long,110,4.4,no_before,,,0.0182,110,curved,sharp,partial,0.718,0.0327,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,46,0,long,44,1.76,no_before,,,0.0,44,static,static,partial,0.414,0.2767,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,48,0,long,110,4.4,switched,1.0,116.0,0.4,731,static,static,partial,0.104,1.3022,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,48,1,medium,34,1.36,preserved,116.0,116.0,1.0,731,static,static,partial,0.955,0.1749,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,48,2,medium,37,1.48,lost,341.0,,0.8108,731,static,static,partial,0.71,0.1342,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,48,3,long,46,1.84,lost,341.0,,0.0,731,static,static,partial,0.467,0.9606,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20034,49,0,long,38,1.52,no_before,,,0.0,421,curved,straight,partial,0.38,1.8805,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20034,50,0,medium,20,0.8,switched,63.0,139.0,0.7,221,straight,straight,partial,1.217,0.0,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,1,0,short,7,0.28,lost,2.0,,1.0,157,curved,gentle,partial,0.495,0.0201,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,2,0,long,49,1.96,lost,4.0,,0.5306,115,curved,sharp,partial,0.701,0.5894,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,10,0,medium,16,0.64,preserved,102.0,102.0,1.0,195,curved,sharp,partial,1.308,0.1703,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,10,1,long,65,2.6,lost,102.0,,0.5385,195,curved,sharp,partial,0.736,0.237,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,12,0,long,61,2.44,preserved,125.0,125.0,0.7869,261,curved,gentle,partial,0.931,0.0661,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,13,0,long,73,2.92,preserved,151.0,151.0,0.589,217,curved,gentle,partial,0.772,0.3191,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,15,0,medium,27,1.08,lost,192.0,,0.7037,221,curved,sharp,partial,0.788,0.1103,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,19,0,long,53,2.12,lost,266.0,,0.0189,199,curved,gentle,partial,0.614,0.3304,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,22,0,long,74,2.96,lost,293.0,,0.3514,187,straight,straight,partial,0.721,0.0747,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,28,0,medium,27,1.08,lost,390.0,,1.0,130,curved,gentle,partial,1.284,0.9203,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,33,0,short,11,0.44,no_before,,,1.0,133,straight,straight,partial,1.259,0.3057,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20035,34,0,medium,33,1.32,preserved,5.0,5.0,1.0,175,curved,sharp,partial,3.236,0.0458,thang,yolov8n-bytetrack,KF + CV,True
MVI_20035,35,0,long,115,4.6,no_before,,,0.513,145,curved,gentle,partial,2.241,0.1057,cong nhe,yolov8n-bytetrack,KF + CV,False
MVI_20035,37,0,long,111,4.44,preserved,10.0,10.0,1.0,187,curved,gentle,partial,2.684,0.0043,thang,yolov8n-bytetrack,KF + CV,True
MVI_20035,49,0,long,106,4.24,no_before,,,0.3396,223,straight,straight,partial,0.658,0.0948,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20035,54,0,medium,29,1.16,preserved,186.0,186.0,1.0,277,straight,straight,partial,0.821,0.4841,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,55,0,medium,31,1.24,no_before,,,0.6452,169,curved,sharp,partial,0.744,0.474,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20035,58,0,long,70,2.8,no_before,,,0.7857,133,curved,sharp,partial,0.617,0.1677,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20035,58,1,medium,15,0.6,lost,261.0,,0.1333,133,curved,sharp,partial,1.737,0.7362,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20035,62,0,long,61,2.44,no_before,,,0.1475,187,curved,sharp,partial,0.667,0.3289,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,4,0,long,41,1.64,no_before,,,0.1707,175,curved,sharp,partial,0.79,0.6559,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,6,0,medium,31,1.24,no_before,,,0.9032,259,curved,gentle,partial,0.56,1.975,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,8,0,long,51,2.04,no_before,,,0.0,265,curved,sharp,partial,0.462,0.042,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,9,0,long,140,5.6,no_before,,,0.2786,235,curved,sharp,partial,0.816,0.6711,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,11,0,medium,34,1.36,no_before,,,0.0,241,curved,sharp,partial,0.471,4.2218,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,13,0,medium,31,1.24,no_before,,,0.0,223,curved,sharp,partial,0.506,4.3114,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,15,0,medium,21,0.84,no_before,,,0.0,223,curved,sharp,partial,0.608,0.7109,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,17,0,long,111,4.44,no_before,,,0.3423,217,curved,gentle,partial,0.916,0.3174,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,19,0,long,41,1.64,no_before,,,0.0,229,curved,sharp,partial,0.5,0.4301,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,20,0,short,11,0.44,no_before,,,0.0,229,straight,gentle,partial,0.386,0.8958,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,23,0,long,51,2.04,no_before,,,0.0,259,curved,gentle,partial,0.391,2.1679,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,24,0,long,74,2.96,no_before,,,0.1757,247,curved,sharp,partial,0.511,0.2548,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,25,0,medium,31,1.24,no_before,,,0.129,199,curved,gentle,partial,0.525,3.1799,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,26,0,long,61,2.44,no_before,,,0.0,193,straight,straight,partial,0.374,0.2527,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,27,0,long,51,2.04,no_before,,,0.2745,247,curved,sharp,partial,0.385,1.8815,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,28,0,long,55,2.2,no_before,,,0.6545,211,curved,sharp,partial,0.461,0.7418,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,29,0,long,61,2.44,no_before,,,0.1475,259,straight,straight,partial,0.407,1.4199,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,30,0,long,83,3.32,no_before,,,0.253,247,curved,sharp,partial,0.443,0.7978,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,33,0,short,11,0.44,no_before,,,0.0,151,straight,straight,partial,0.328,1.5984,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,38,0,long,109,4.36,no_before,,,0.0,162,static,static,partial,0.359,0.6422,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,42,0,medium,27,1.08,lost,533.0,,0.0,96,curved,sharp,partial,0.806,2.6297,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20051,43,0,long,61,2.44,no_before,,,0.0328,78,static,static,partial,0.421,0.2297,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,44,0,long,71,2.84,no_before,,,0.0,78,curved,gentle,partial,0.691,0.1821,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20051,47,0,short,7,0.28,lost,635.0,,1.0,12,unknown,unknown,partial,4.725,0.0428,thang,yolov8n-bytetrack,KF + CV,True
MVI_20051,51,0,short,4,0.16,preserved,4.0,4.0,1.0,906,static,static,partial,,,,yolov8n-bytetrack,KF + CV,True
MVI_20051,51,1,medium,37,1.48,preserved,169.0,169.0,0.9459,906,static,static,partial,0.23,4.3369,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20051,51,2,long,80,3.2,switched,169.0,542.0,0.7125,906,static,static,partial,0.234,1.0077,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,8,0,long,78,3.12,no_before,,,0.2564,319,curved,sharp,partial,0.363,0.2267,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,10,0,medium,31,1.24,no_before,,,1.0,139,curved,gentle,partial,4.173,0.2769,cong gat,yolov8n-bytetrack,KF + CV,False
MVI_20052,12,0,long,43,1.72,lost,9.0,,0.0465,109,curved,sharp,partial,0.666,0.3943,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,13,0,short,11,0.44,no_before,,,0.2727,103,curved,straight,partial,1.012,1.5381,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,14,0,long,51,2.04,no_before,,,0.7059,151,curved,sharp,partial,0.868,0.6043,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,15,0,long,41,1.64,no_before,,,0.0,227,curved,sharp,partial,0.617,0.2941,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,20,0,long,76,3.04,no_before,,,0.0,313,curved,sharp,partial,0.402,0.183,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,23,0,medium,31,1.24,no_before,,,0.0,217,straight,straight,partial,0.388,0.9579,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,24,0,long,96,3.84,no_before,,,0.9271,283,curved,gentle,partial,0.413,0.0901,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,24,1,short,7,0.28,preserved,168.0,168.0,1.0,283,curved,gentle,partial,0.849,0.1228,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,25,0,long,52,2.08,lost,176.0,,0.5192,121,curved,gentle,partial,1.146,0.0026,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,27,0,long,41,1.64,no_before,,,0.3415,175,curved,sharp,partial,0.551,2.5438,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,28,0,long,61,2.44,no_before,,,0.2787,265,curved,sharp,partial,0.43,2.2218,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,30,0,long,282,11.28,no_before,,,0.4645,436,curved,sharp,partial,0.528,0.0285,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,31,0,long,61,2.44,lost,216.0,,0.8852,145,curved,gentle,partial,1.201,0.1628,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,34,0,long,169,6.76,no_before,,,0.9467,205,straight,straight,partial,1.992,0.0937,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,39,0,medium,31,1.24,no_before,,,0.0,199,straight,straight,partial,0.513,2.1936,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20052,40,0,medium,33,1.32,lost,374.0,,0.4545,145,curved,sharp,partial,0.971,1.2208,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,43,0,short,11,0.44,switched,4.0,31.0,1.0,694,static,static,partial,0.526,15.8962,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,43,1,medium,19,0.76,preserved,4.0,4.0,1.0,694,static,static,partial,0.391,4.4218,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,43,2,long,74,2.96,preserved,4.0,4.0,1.0,694,static,static,partial,0.238,1.8172,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,43,3,long,40,1.6,preserved,4.0,4.0,1.0,694,static,static,partial,0.098,0.6684,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20052,43,4,long,103,4.12,preserved,4.0,4.0,0.9417,694,static,static,partial,0.06,1.7344,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,7,0,long,251,10.04,switched,19.0,378.0,0.3466,457,curved,gentle,partial,1.055,0.1342,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,7,1,long,119,4.76,lost,378.0,,0.1933,457,curved,gentle,partial,0.609,0.0035,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,8,0,long,64,2.56,switched,3.0,245.0,0.4531,229,curved,gentle,partial,0.976,0.5863,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,8,1,long,65,2.6,lost,245.0,,0.3077,229,curved,gentle,partial,0.803,0.4144,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,9,0,long,39,1.56,preserved,212.0,212.0,1.0,247,curved,sharp,partial,0.951,0.6395,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,9,1,short,3,0.12,preserved,212.0,212.0,1.0,247,curved,sharp,partial,,,,yolov8n-bytetrack,KF + CV,True
MVI_20061,10,0,long,120,4.8,no_before,,,0.0833,295,static,static,partial,0.846,0.215,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,11,0,long,111,4.44,no_before,,,0.1351,181,curved,sharp,partial,0.858,1.3058,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,11,1,long,48,1.92,no_before,,,0.0,181,curved,sharp,partial,0.798,1.1204,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,12,0,medium,21,0.84,no_before,,,0.1905,229,static,static,partial,0.68,6.7849,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,12,1,long,128,5.12,lost,33.0,,0.2578,229,static,static,partial,0.679,0.0673,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,13,0,long,59,2.36,no_before,,,0.0,79,curved,sharp,partial,0.889,0.5085,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,14,0,long,81,3.24,no_before,,,0.0,151,static,static,partial,0.758,0.699,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,15,0,long,127,5.08,no_before,,,0.0,127,curved,sharp,partial,0.769,0.1527,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,16,0,medium,31,1.24,no_before,,,0.9355,61,curved,sharp,partial,0.701,4.7578,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,17,0,long,61,2.44,no_before,,,0.0,61,curved,gentle,partial,0.751,0.3925,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,22,0,short,11,0.44,preserved,241.0,241.0,1.0,229,curved,sharp,partial,0.384,0.2247,dung yen,yolov8n-bytetrack,KF + CV,True
MVI_20061,25,0,long,171,6.84,no_before,,,0.3977,253,curved,gentle,partial,0.743,0.0905,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,34,0,long,51,2.04,no_before,,,0.1961,211,straight,gentle,partial,0.449,0.4972,dung yen,yolov8n-bytetrack,KF + CV,False
MVI_20061,49,0,short,12,0.48,switched,142.0,261.0,0.0,321,curved,gentle,partial,1.343,1.995,dung yen,yolov8n-bytetrack,KF + CV,True
