video,track_id,seg_id,bucket,length_frames,duration_s,status,id_before,id_after,recall_during,gt_track_len,occlusion_level,track_buffer,motion_model
MVI_40204,135,0,long,75,3.0,lost,1009.0,,0.1333,141,partial,30,UKF + CTRV
MVI_40204,137,0,long,63,2.52,lost,1040.0,,0.2857,126,partial,30,UKF + CTRV
MVI_40204,138,0,short,7,0.28,lost,1210.0,,0.0,166,partial,30,UKF + CTRV
MVI_40204,142,0,long,145,5.8,no_before,,,0.8345,146,partial,30,UKF + CTRV
MVI_40204,145,0,long,146,5.84,no_before,,,0.5411,161,partial,30,UKF + CTRV
MVI_40204,148,0,long,110,4.4,lost,1142.0,,0.3,151,partial,30,UKF + CTRV
MVI_40204,149,0,long,72,2.88,lost,1157.0,,0.1667,161,partial,30,UKF + CTRV
MVI_40204,150,0,long,146,5.84,no_before,,,0.7192,146,partial,30,UKF + CTRV
MVI_40204,153,0,long,129,5.16,lost,1177.0,,0.4574,171,partial,30,UKF + CTRV
MVI_40204,154,0,medium,28,1.12,no_before,,,0.5714,166,partial,30,UKF + CTRV
MVI_40204,158,0,medium,31,1.24,no_before,,,0.0,175,partial,30,UKF + CTRV
MVI_40204,161,0,medium,22,0.88,no_before,,,0.8636,170,partial,30,UKF + CTRV
MVI_40204,161,1,long,67,2.68,lost,1235.0,,0.1642,170,partial,30,UKF + CTRV
MVI_40204,162,0,long,151,6.04,no_before,,,0.0331,151,partial,30,UKF + CTRV
MVI_40204,165,1,long,139,5.56,lost,1265.0,,0.6259,145,partial,30,UKF + CTRV
MVI_40204,168,0,long,120,4.8,no_before,,,0.725,120,partial,30,UKF + CTRV
MVI_40204,173,0,long,65,2.6,no_before,,,0.9692,65,partial,30,UKF + CTRV
MVI_40204,177,0,medium,20,0.8,no_before,,,0.6,20,partial,30,UKF + CTRV
MVI_40751,2,0,long,72,2.88,switched,1.0,28.0,0.0833,1140,partial,30,UKF + CTRV
MVI_40751,2,1,long,175,7.0,switched,28.0,372.0,0.6514,1140,partial,30,UKF + CTRV
MVI_40751,2,2,short,9,0.36,preserved,372.0,372.0,1.0,1140,partial,30,UKF + CTRV
MVI_40751,2,3,short,6,0.24,preserved,372.0,372.0,1.0,1140,partial,30,UKF + CTRV
MVI_40751,2,4,long,410,16.4,preserved,372.0,372.0,1.0,1140,partial,30,UKF + CTRV
MVI_40751,3,0,long,58,2.32,no_before,,,0.9655,81,partial,30,UKF + CTRV
MVI_40751,4,1,long,46,1.84,preserved,2.0,2.0,1.0,141,partial,30,UKF + CTRV
MVI_40751,5,0,medium,19,0.76,no_before,,,0.0,146,partial,30,UKF + CTRV
MVI_40751,7,0,medium,19,0.76,no_before,,,0.0,186,partial,30,UKF + CTRV
MVI_40751,7,1,medium,14,0.56,preserved,65.0,65.0,1.0,186,partial,30,UKF + CTRV
MVI_40751,7,3,long,97,3.88,preserved,65.0,65.0,1.0,186,partial,30,UKF + CTRV
MVI_40751,8,1,short,4,0.16,preserved,117.0,117.0,1.0,920,partial,30,UKF + CTRV
MVI_40751,8,2,short,5,0.2,preserved,117.0,117.0,1.0,920,partial,30,UKF + CTRV
MVI_40751,8,3,short,10,0.4,preserved,117.0,117.0,1.0,920,partial,30,UKF + CTRV
MVI_40751,8,4,medium,24,0.96,preserved,117.0,117.0,1.0,920,partial,30,UKF + CTRV
MVI_40751,8,5,long,591,23.64,lost,117.0,,0.7783,920,partial,30,UKF + CTRV
MVI_40751,9,0,medium,34,1.36,preserved,156.0,156.0,1.0,96,partial,30,UKF + CTRV
MVI_40751,11,0,medium,32,1.28,no_before,,,0.4062,156,partial,30,UKF + CTRV
MVI_40751,11,1,long,89,3.56,preserved,179.0,179.0,0.9663,156,partial,30,UKF + CTRV
MVI_40751,15,0,long,223,8.92,lost,185.0,,1.0,775,partial,30,UKF + CTRV
MVI_40751,21,0,short,5,0.2,no_before,,,0.0,625,partial,30,UKF + CTRV
MVI_40751,21,1,long,612,24.48,lost,328.0,,0.0294,625,partial,30,UKF + CTRV
MVI_40751,23,0,short,11,0.44,preserved,358.0,358.0,1.0,66,partial,30,UKF + CTRV
MVI_40751,23,1,short,4,0.16,preserved,358.0,358.0,1.0,66,partial,30,UKF + CTRV
MVI_40751,28,0,short,3,0.12,preserved,438.0,438.0,1.0,405,partial,30,UKF + CTRV
MVI_40751,28,1,medium,15,0.6,preserved,438.0,438.0,1.0,405,partial,30,UKF + CTRV
MVI_40751,29,0,medium,23,0.92,preserved,460.0,460.0,1.0,370,partial,30,UKF + CTRV
MVI_40751,31,0,long,41,1.64,no_before,,,0.7073,43,partial,30,UKF + CTRV
MVI_40751,32,0,long,172,6.88,switched,486.0,520.0,0.8721,266,partial,30,UKF + CTRV
MVI_40751,33,0,medium,14,0.56,preserved,500.0,500.0,1.0,270,partial,30,UKF + CTRV
MVI_40751,35,0,medium,23,0.92,lost,528.0,,1.0,156,partial,30,UKF + CTRV
MVI_40751,36,0,long,77,3.08,lost,538.0,,1.0,195,partial,30,UKF + CTRV
MVI_40751,38,0,medium,13,0.52,preserved,556.0,556.0,1.0,140,partial,30,UKF + CTRV
MVI_40751,38,1,long,49,1.96,lost,556.0,,1.0,140,partial,30,UKF + CTRV
MVI_40751,41,0,long,45,1.8,no_before,,,0.3111,45,partial,30,UKF + CTRV
MVI_63554,3,0,short,11,0.44,no_before,,,0.6364,11,partial,30,UKF + CTRV
MVI_63554,4,0,medium,26,1.04,no_before,,,0.0,26,partial,30,UKF + CTRV
MVI_63554,5,0,long,40,1.6,no_before,,,0.925,41,partial,30,UKF + CTRV
MVI_63554,8,0,medium,13,0.52,no_before,,,0.3846,16,partial,30,UKF + CTRV
MVI_63554,9,0,long,55,2.2,lost,16.0,,0.0727,61,partial,30,UKF + CTRV
MVI_63554,11,0,long,52,2.08,lost,30.0,,0.0577,61,partial,30,UKF + CTRV
MVI_63554,13,0,medium,16,0.64,no_before,,,0.25,26,partial,30,UKF + CTRV
MVI_63554,15,0,long,65,2.6,lost,46.0,,0.9692,76,partial,30,UKF + CTRV
MVI_63554,19,0,long,62,2.48,switched,66.0,74.0,0.8548,81,partial,30,UKF + CTRV
MVI_63554,20,0,long,57,2.28,lost,68.0,,0.0,66,partial,30,UKF + CTRV
MVI_63554,22,0,long,61,2.44,no_before,,,0.3443,61,partial,30,UKF + CTRV
MVI_63554,23,0,long,45,1.8,switched,82.0,93.0,0.7556,81,partial,30,UKF + CTRV
MVI_63554,24,0,short,11,0.44,no_before,,,0.1818,21,partial,30,UKF + CTRV
MVI_63554,25,0,long,51,2.04,no_before,,,0.1176,56,partial,30,UKF + CTRV
MVI_63554,30,0,long,74,2.96,lost,133.0,,0.2027,81,partial,30,UKF + CTRV
MVI_63554,31,0,long,76,3.04,no_before,,,0.5263,76,partial,30,UKF + CTRV
MVI_63554,32,0,long,64,2.56,lost,138.0,,0.0938,71,partial,30,UKF + CTRV
MVI_63554,33,0,long,45,1.8,lost,147.0,,0.9556,81,partial,30,UKF + CTRV
MVI_63554,35,0,medium,16,0.64,no_before,,,0.8125,86,partial,30,UKF + CTRV
MVI_63554,36,0,long,59,2.36,lost,170.0,,0.0678,66,partial,30,UKF + CTRV
MVI_63554,41,0,medium,25,1.0,lost,194.0,,0.56,91,partial,30,UKF + CTRV
MVI_63554,42,0,short,11,0.44,no_before,,,0.1818,16,partial,30,UKF + CTRV
MVI_63554,43,0,long,62,2.48,lost,198.0,,0.0806,71,partial,30,UKF + CTRV
MVI_63554,44,0,long,64,2.56,lost,202.0,,0.7812,71,partial,30,UKF + CTRV
MVI_63554,47,0,long,59,2.36,lost,209.0,,0.1356,66,partial,30,UKF + CTRV
MVI_63554,49,0,long,54,2.16,lost,220.0,,0.8333,81,partial,30,UKF + CTRV
MVI_63554,50,0,long,63,2.52,lost,222.0,,0.254,71,partial,30,UKF + CTRV
MVI_63554,51,0,short,11,0.44,no_before,,,0.0,21,partial,30,UKF + CTRV
MVI_63554,55,0,long,62,2.48,lost,281.0,,0.7903,71,partial,30,UKF + CTRV
MVI_63554,56,0,long,48,1.92,no_before,,,0.0,51,partial,30,UKF + CTRV
MVI_63554,58,0,medium,21,0.84,preserved,292.0,292.0,0.9524,41,partial,30,UKF + CTRV
MVI_63554,60,0,medium,13,0.52,no_before,,,0.2308,21,partial,30,UKF + CTRV
MVI_63554,61,0,long,63,2.52,no_before,,,0.5079,66,partial,30,UKF + CTRV
MVI_63554,62,0,short,5,0.2,preserved,309.0,309.0,1.0,66,partial,30,UKF + CTRV
MVI_63554,62,1,medium,35,1.4,lost,309.0,,0.5429,66,partial,30,UKF + CTRV
MVI_63554,63,0,long,60,2.4,lost,314.0,,0.7,66,partial,30,UKF + CTRV
MVI_63554,64,0,long,42,1.68,no_before,,,0.0238,46,partial,30,UKF + CTRV
MVI_63554,68,0,long,57,2.28,lost,344.0,,0.0702,66,partial,30,UKF + CTRV
MVI_63554,69,0,medium,16,0.64,no_before,,,0.5625,26,partial,30,UKF + CTRV
MVI_63554,72,0,medium,20,0.8,lost,358.0,,0.35,101,partial,30,UKF + CTRV
MVI_63554,73,0,long,50,2.0,preserved,361.0,361.0,0.88,61,partial,30,UKF + CTRV
MVI_63554,76,0,medium,13,0.52,no_before,,,0.3077,21,partial,30,UKF + CTRV
MVI_63554,77,0,long,56,2.24,lost,371.0,,0.0714,61,partial,30,UKF + CTRV
MVI_63554,79,0,long,61,2.44,no_before,,,0.3934,71,partial,30,UKF + CTRV
MVI_63554,80,0,long,55,2.2,lost,379.0,,0.8364,61,partial,30,UKF + CTRV
MVI_63554,81,0,short,10,0.4,no_before,,,0.5,81,partial,30,UKF + CTRV
MVI_63554,82,0,long,53,2.12,no_before,,,0.0755,56,partial,30,UKF + CTRV
MVI_63554,83,0,medium,15,0.6,no_before,,,0.1333,21,partial,30,UKF + CTRV
MVI_63554,86,0,long,49,1.96,no_before,,,0.0,56,partial,30,UKF + CTRV
MVI_63554,87,0,medium,31,1.24,preserved,408.0,408.0,0.871,61,partial,30,UKF + CTRV
MVI_63554,88,0,medium,13,0.52,no_before,,,0.2308,16,partial,30,UKF + CTRV
MVI_63554,90,0,medium,20,0.8,lost,420.0,,0.85,86,partial,30,UKF + CTRV
MVI_63554,92,0,long,50,2.0,lost,426.0,,0.1,56,partial,30,UKF + CTRV
MVI_63554,93,0,long,39,1.56,preserved,432.0,432.0,0.7949,71,partial,30,UKF + CTRV
MVI_63554,93,3,short,9,0.36,lost,432.0,,0.0,71,partial,30,UKF + CTRV
MVI_63554,94,0,medium,26,1.04,preserved,434.0,434.0,1.0,56,partial,30,UKF + CTRV
MVI_63554,95,0,long,51,2.04,preserved,442.0,442.0,0.7059,81,partial,30,UKF + CTRV
MVI_63554,96,0,medium,15,0.6,no_before,,,0.0667,26,partial,30,UKF + CTRV
MVI_63554,98,0,long,64,2.56,lost,451.0,,0.7188,71,partial,30,UKF + CTRV
MVI_63554,99,0,medium,15,0.6,no_before,,,0.6667,26,partial,30,UKF + CTRV
MVI_63554,101,0,long,48,1.92,no_before,,,0.0417,51,partial,30,UKF + CTRV
MVI_63554,102,0,medium,14,0.56,no_before,,,0.0714,26,partial,30,UKF + CTRV
MVI_63554,103,0,medium,17,0.68,lost,492.0,,0.5294,71,partial,30,UKF + CTRV
MVI_63554,105,0,long,61,2.44,lost,496.0,,0.7541,66,partial,30,UKF + CTRV
MVI_63554,108,0,long,44,1.76,no_before,,,0.0,51,partial,30,UKF + CTRV
MVI_63554,109,0,medium,18,0.72,no_before,,,0.2778,31,partial,30,UKF + CTRV
MVI_63554,112,0,medium,31,1.24,no_before,,,0.6129,61,partial,30,UKF + CTRV
MVI_63554,115,0,long,53,2.12,lost,553.0,,0.0943,61,partial,30,UKF + CTRV
MVI_63554,116,0,medium,15,0.6,no_before,,,0.2,26,partial,30,UKF + CTRV
MVI_63554,117,0,long,53,2.12,lost,560.0,,0.4528,61,partial,30,UKF + CTRV
MVI_63554,120,0,medium,15,0.6,no_before,,,0.2,26,partial,30,UKF + CTRV
MVI_63554,123,0,long,60,2.4,no_before,,,0.4,61,partial,30,UKF + CTRV
MVI_63554,124,0,long,54,2.16,no_before,,,0.1111,61,partial,30,UKF + CTRV
MVI_63554,126,0,medium,37,1.48,lost,605.0,,0.9189,56,partial,30,UKF + CTRV
MVI_63554,129,0,medium,13,0.52,no_before,,,0.3846,21,partial,30,UKF + CTRV
MVI_63554,132,0,short,12,0.48,no_before,,,0.4167,26,partial,30,UKF + CTRV
MVI_63554,134,0,long,55,2.2,lost,656.0,,0.6909,61,partial,30,UKF + CTRV
MVI_63554,137,0,short,12,0.48,no_before,,,0.1667,16,partial,30,UKF + CTRV
MVI_63554,139,0,long,48,1.92,lost,678.0,,0.875,56,partial,30,UKF + CTRV
MVI_63554,142,0,medium,15,0.6,no_before,,,0.4,26,partial,30,UKF + CTRV
MVI_63554,143,0,long,57,2.28,lost,688.0,,0.8772,66,partial,30,UKF + CTRV
MVI_63554,147,0,long,39,1.56,lost,701.0,,0.0769,46,partial,30,UKF + CTRV
MVI_63554,148,0,short,8,0.32,preserved,698.0,698.0,1.0,56,partial,30,UKF + CTRV
MVI_63554,151,0,short,12,0.48,no_before,,,0.5833,21,partial,30,UKF + CTRV
MVI_63554,152,0,short,10,0.4,preserved,716.0,716.0,1.0,61,partial,30,UKF + CTRV
MVI_63554,152,1,short,2,0.08,preserved,716.0,716.0,1.0,61,partial,30,UKF + CTRV
MVI_63554,152,2,short,5,0.2,lost,716.0,,0.0,61,partial,30,UKF + CTRV
MVI_63554,153,0,medium,14,0.56,no_before,,,0.3571,20,partial,30,UKF + CTRV
MVI_63554,155,0,long,49,1.96,lost,724.0,,0.0816,56,partial,30,UKF + CTRV
MVI_63554,158,0,long,54,2.16,lost,739.0,,0.8889,66,partial,30,UKF + CTRV
MVI_63554,160,0,short,12,0.48,no_before,,,0.3333,21,partial,30,UKF + CTRV
MVI_63554,162,0,long,54,2.16,lost,747.0,,0.7407,61,partial,30,UKF + CTRV
MVI_63554,163,0,long,54,2.16,no_before,,,0.9259,71,partial,30,UKF + CTRV
MVI_63554,164,0,long,66,2.64,no_before,,,1.0,66,partial,30,UKF + CTRV
MVI_63554,165,0,long,52,2.08,lost,762.0,,0.0577,56,partial,30,UKF + CTRV
MVI_63554,168,0,long,53,2.12,lost,787.0,,0.8491,61,partial,30,UKF + CTRV
MVI_63554,169,0,medium,14,0.56,no_before,,,0.7143,21,partial,30,UKF + CTRV
MVI_63554,171,0,long,50,2.0,lost,807.0,,0.1,56,partial,30,UKF + CTRV
MVI_63554,174,0,short,11,0.44,no_before,,,0.3636,16,partial,30,UKF + CTRV
MVI_63554,175,0,long,59,2.36,lost,816.0,,0.7288,66,partial,30,UKF + CTRV
MVI_63554,177,0,long,51,2.04,lost,825.0,,0.098,56,partial,30,UKF + CTRV
MVI_63554,180,0,short,9,0.36,no_before,,,0.8889,16,partial,30,UKF + CTRV
MVI_63554,182,0,long,51,2.04,lost,850.0,,0.098,56,partial,30,UKF + CTRV
MVI_63554,183,0,short,8,0.32,no_before,,,0.125,21,partial,30,UKF + CTRV
MVI_63554,185,0,long,39,1.56,no_before,,,0.8205,40,partial,30,UKF + CTRV
MVI_63554,186,0,medium,18,0.72,lost,859.0,,0.1111,25,partial,30,UKF + CTRV
MVI_63554,188,0,short,11,0.44,no_before,,,0.3636,15,partial,30,UKF + CTRV
MVI_63554,189,0,medium,14,0.56,no_before,,,0.7143,31,partial,30,UKF + CTRV
MVI_63554,190,0,medium,17,0.68,no_before,,,0.4118,31,partial,30,UKF + CTRV
MVI_40131,1,0,long,61,2.44,switched,4.0,117.0,0.0,486,full,30,UKF + CTRV
MVI_40131,19,0,long,54,2.16,switched,79.0,410.0,0.0,1086,full,30,UKF + CTRV
MVI_40131,35,0,long,50,2.0,switched,261.0,438.0,0.0,456,full,30,UKF + CTRV
MVI_40171,9,0,short,1,0.04,preserved,52.0,52.0,1.0,61,full,30,UKF + CTRV
MVI_40171,9,1,short,10,0.4,preserved,52.0,52.0,0.9,61,full,30,UKF + CTRV
MVI_40171,26,0,short,3,0.12,preserved,234.0,234.0,0.6667,56,full,30,UKF + CTRV
MVI_40171,41,0,long,66,2.64,switched,6.0,300.0,0.0,1150,full,30,UKF + CTRV
MVI_40171,41,1,long,38,1.52,switched,300.0,402.0,0.0,1150,full,30,UKF + CTRV
MVI_40171,42,0,medium,14,0.56,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,42,1,short,1,0.04,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,42,2,short,2,0.08,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,42,3,long,772,30.88,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,42,4,long,142,5.68,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,43,0,long,121,4.84,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,43,1,long,1012,40.48,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,44,0,long,141,5.64,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40171,44,1,long,989,39.56,no_before,,,0.0,1150,full,30,UKF + CTRV
MVI_40172,16,0,long,158,6.32,no_before,,,0.0,227,full,30,UKF + CTRV
MVI_40172,99,0,long,42,1.68,switched,2.0,56.0,0.0,2635,full,30,UKF + CTRV
MVI_40172,99,1,long,40,1.6,switched,56.0,243.0,0.0,2635,full,30,UKF + CTRV
MVI_40172,99,2,medium,15,0.6,switched,243.0,812.0,0.0,2635,full,30,UKF + CTRV
MVI_40172,100,0,long,2225,89.0,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,101,0,long,1489,59.56,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,101,1,long,148,5.92,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,101,2,long,526,21.04,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,101,3,short,2,0.08,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,101,4,short,9,0.36,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,101,5,medium,19,0.76,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,0,long,395,15.8,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,1,long,1062,42.48,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,2,short,7,0.28,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,3,short,1,0.04,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,4,short,2,0.08,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,5,long,53,2.12,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,6,short,5,0.2,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,7,medium,19,0.76,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,8,long,67,2.68,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,9,long,87,3.48,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,10,short,2,0.08,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,102,11,long,95,3.8,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,105,0,long,47,1.88,switched,3.0,65.0,0.0,2635,full,30,UKF + CTRV
MVI_40172,105,1,long,42,1.68,switched,65.0,230.0,0.0,2635,full,30,UKF + CTRV
MVI_40172,105,2,short,7,0.28,no_before,,,0.0,2635,full,30,UKF + CTRV
MVI_40172,105,3,medium,20,0.8,switched,437.0,819.0,0.0,2635,full,30,UKF + CTRV
MVI_40204,15,0,short,1,0.04,lost,25.0,,0.0,136,full,30,UKF + CTRV
MVI_40204,35,0,medium,21,0.84,no_before,,,0.0,131,full,30,UKF + CTRV
MVI_40204,35,1,short,9,0.36,no_before,,,0.0,131,full,30,UKF + CTRV
MVI_40204,51,0,short,3,0.12,preserved,368.0,368.0,0.0,131,full,30,UKF + CTRV
MVI_40204,51,1,short,6,0.24,lost,368.0,,0.1667,131,full,30,UKF + CTRV
MVI_40204,51,2,short,1,0.04,lost,368.0,,0.0,131,full,30,UKF + CTRV
MVI_40204,60,0,short,1,0.04,lost,307.0,,0.0,131,full,30,UKF + CTRV
MVI_40204,60,1,short,1,0.04,no_before,,,0.0,131,full,30,UKF + CTRV
MVI_40204,65,0,short,3,0.12,no_before,,,0.0,141,full,30,UKF + CTRV
MVI_40204,71,0,medium,16,0.64,lost,536.0,,0.0,116,full,30,UKF + CTRV
MVI_40204,71,1,short,1,0.04,no_before,,,0.0,116,full,30,UKF + CTRV
MVI_40204,81,0,short,9,0.36,no_before,,,0.0,141,full,30,UKF + CTRV
MVI_40204,81,1,short,3,0.12,no_before,,,0.0,141,full,30,UKF + CTRV
MVI_40204,85,0,short,12,0.48,lost,722.0,,0.0,141,full,30,UKF + CTRV
MVI_40204,85,1,short,7,0.28,lost,722.0,,0.0,141,full,30,UKF + CTRV
MVI_40204,88,0,short,2,0.08,lost,740.0,,0.0,146,full,30,UKF + CTRV
MVI_40204,88,1,short,1,0.04,lost,740.0,,0.0,146,full,30,UKF + CTRV
MVI_40204,88,2,short,1,0.04,lost,740.0,,0.0,146,full,30,UKF + CTRV
MVI_40204,90,0,short,8,0.32,preserved,675.0,675.0,0.75,146,full,30,UKF + CTRV
MVI_40204,90,1,short,4,0.16,preserved,675.0,675.0,0.75,146,full,30,UKF + CTRV
MVI_40204,90,2,short,1,0.04,lost,675.0,,1.0,146,full,30,UKF + CTRV
MVI_40204,90,3,short,1,0.04,lost,675.0,,0.0,146,full,30,UKF + CTRV
MVI_40204,90,4,medium,18,0.72,lost,675.0,,0.0,146,full,30,UKF + CTRV
MVI_40204,98,0,long,53,2.12,lost,712.0,,0.0,156,full,30,UKF + CTRV
MVI_40204,108,0,short,1,0.04,preserved,799.0,799.0,0.0,151,full,30,UKF + CTRV
MVI_40204,116,0,short,1,0.04,no_before,,,0.0,146,full,30,UKF + CTRV
MVI_40204,116,1,short,1,0.04,no_before,,,0.0,146,full,30,UKF + CTRV
MVI_40204,128,0,short,10,0.4,lost,966.0,,0.0,131,full,30,UKF + CTRV
MVI_40204,129,0,short,1,0.04,no_before,,,0.0,156,full,30,UKF + CTRV
MVI_40204,129,1,short,2,0.08,no_before,,,0.0,156,full,30,UKF + CTRV
MVI_40204,162,0,short,1,0.04,no_before,,,0.0,151,full,30,UKF + CTRV
MVI_40204,162,1,short,1,0.04,no_before,,,0.0,151,full,30,UKF + CTRV
MVI_40204,162,2,short,2,0.08,no_before,,,0.0,151,full,30,UKF + CTRV
MVI_40204,162,3,medium,14,0.56,no_before,,,0.0,151,full,30,UKF + CTRV
MVI_40204,165,0,short,6,0.24,switched,1405.0,1464.0,0.0,145,full,30,UKF + CTRV
MVI_40204,168,0,short,1,0.04,preserved,1449.0,1449.0,1.0,120,full,30,UKF + CTRV
MVI_40751,2,0,long,47,1.88,switched,1.0,28.0,0.0,1140,full,30,UKF + CTRV
MVI_40751,21,0,short,12,0.48,lost,328.0,,0.0,625,full,30,UKF + CTRV
MVI_40751,21,1,short,4,0.16,lost,328.0,,0.0,625,full,30,UKF + CTRV
MVI_40751,21,2,short,4,0.16,no_before,,,0.0,625,full,30,UKF + CTRV
MVI_40751,21,3,short,3,0.12,no_before,,,0.0,625,full,30,UKF + CTRV
MVI_40751,21,4,short,2,0.08,no_before,,,0.0,625,full,30,UKF + CTRV
MVI_40751,21,5,short,4,0.16,no_before,,,0.0,625,full,30,UKF + CTRV
MVI_40751,21,6,short,4,0.16,no_before,,,0.0,625,full,30,UKF + CTRV
MVI_63554,4,0,short,3,0.12,no_before,,,0.0,26,full,30,UKF + CTRV
MVI_63554,4,1,short,6,0.24,no_before,,,0.0,26,full,30,UKF + CTRV
MVI_63554,8,0,short,2,0.08,no_before,,,0.0,16,full,30,UKF + CTRV
MVI_63554,9,0,medium,35,1.4,lost,16.0,,0.0,61,full,30,UKF + CTRV
MVI_63554,20,0,short,1,0.04,lost,68.0,,0.0,66,full,30,UKF + CTRV
MVI_63554,25,0,medium,19,0.76,lost,87.0,,0.0,56,full,30,UKF + CTRV
MVI_63554,32,0,long,57,2.28,lost,138.0,,0.0,71,full,30,UKF + CTRV
MVI_63554,36,0,long,49,1.96,lost,170.0,,0.0,66,full,30,UKF + CTRV
MVI_63554,42,0,short,1,0.04,no_before,,,0.0,16,full,30,UKF + CTRV
MVI_63554,43,0,long,55,2.2,lost,198.0,,0.0,71,full,30,UKF + CTRV
MVI_63554,56,0,medium,30,1.2,no_before,,,0.0,51,full,30,UKF + CTRV
MVI_63554,56,1,short,9,0.36,no_before,,,0.0,51,full,30,UKF + CTRV
MVI_63554,61,0,short,1,0.04,no_before,,,0.0,66,full,30,UKF + CTRV
MVI_63554,61,1,short,6,0.24,no_before,,,0.0,66,full,30,UKF + CTRV
MVI_63554,64,0,medium,37,1.48,lost,316.0,,0.0,46,full,30,UKF + CTRV
MVI_63554,68,0,long,51,2.04,lost,344.0,,0.0,66,full,30,UKF + CTRV
MVI_63554,77,0,medium,20,0.8,lost,371.0,,0.0,61,full,30,UKF + CTRV
MVI_63554,79,0,short,9,0.36,switched,378.0,401.0,0.2222,71,full,30,UKF + CTRV
MVI_63554,82,0,long,47,1.88,lost,382.0,,0.0,56,full,30,UKF + CTRV
MVI_63554,83,0,short,5,0.2,no_before,,,0.0,21,full,30,UKF + CTRV
MVI_63554,86,0,long,43,1.72,no_before,,,0.0,56,full,30,UKF + CTRV
MVI_63554,88,0,short,3,0.12,no_before,,,0.0,16,full,30,UKF + CTRV
MVI_63554,92,0,medium,14,0.56,switched,426.0,444.0,0.0,56,full,30,UKF + CTRV
MVI_63554,92,1,short,8,0.32,switched,426.0,444.0,0.0,56,full,30,UKF + CTRV
MVI_63554,96,0,short,4,0.16,no_before,,,0.0,26,full,30,UKF + CTRV
MVI_63554,101,0,long,42,1.68,lost,483.0,,0.0,51,full,30,UKF + CTRV
MVI_63554,108,0,long,39,1.56,no_before,,,0.0,51,full,30,UKF + CTRV
MVI_63554,115,0,short,3,0.12,lost,553.0,,0.0,61,full,30,UKF + CTRV
MVI_63554,115,1,short,9,0.36,lost,553.0,,0.0,61,full,30,UKF + CTRV
MVI_63554,116,0,short,2,0.08,no_before,,,0.0,26,full,30,UKF + CTRV
MVI_63554,120,0,short,4,0.16,no_before,,,0.0,26,full,30,UKF + CTRV
MVI_63554,124,0,medium,24,0.96,lost,603.0,,0.0,61,full,30,UKF + CTRV
MVI_63554,124,1,medium,19,0.76,lost,603.0,,0.0,61,full,30,UKF + CTRV
MVI_63554,129,0,short,2,0.08,no_before,,,0.0,21,full,30,UKF + CTRV
MVI_63554,137,0,short,3,0.12,no_before,,,0.0,16,full,30,UKF + CTRV
MVI_63554,147,0,medium,28,1.12,lost,701.0,,0.0,46,full,30,UKF + CTRV
MVI_63554,151,0,short,1,0.04,no_before,,,0.0,21,full,30,UKF + CTRV
MVI_63554,153,0,short,2,0.08,no_before,,,0.0,20,full,30,UKF + CTRV
MVI_63554,155,0,medium,19,0.76,lost,724.0,,0.0,56,full,30,UKF + CTRV
MVI_63554,165,0,medium,20,0.8,lost,762.0,,0.0,56,full,30,UKF + CTRV
MVI_63554,165,1,medium,22,0.88,lost,762.0,,0.0,56,full,30,UKF + CTRV
MVI_63554,171,0,medium,33,1.32,lost,807.0,,0.0,56,full,30,UKF + CTRV
MVI_63554,174,0,short,2,0.08,no_before,,,0.0,16,full,30,UKF + CTRV
MVI_63554,177,0,medium,13,0.52,no_before,,,0.0,56,full,30,UKF + CTRV
MVI_63554,182,0,long,38,1.52,lost,850.0,,0.0,56,full,30,UKF + CTRV
