video,track_id,seg_id,lvl,bucket,n_pred,model,iou,diou,expand,traceP
MVI_20064,19,0,partial,medium,23,EKF + CTRV,0.056422773225961856,-0.04555096479634857,1.0,10431.721934062913
MVI_20064,19,0,partial,medium,23,UKF + CTRV,0.12944763864440814,0.06137438506382881,1.0,2323.8139910028876
MVI_20064,19,2,partial,long,45,KF + CV,0.1382777638584705,0.12744386783132228,1.0,1312.2246712563056
MVI_20064,19,2,partial,long,45,EKF + CTRV,0.1382777638584705,0.11879072904632537,1.0,1360.4933340181751
MVI_20064,19,2,partial,long,45,UKF + CTRV,0.1382777638584729,0.10786618301030552,1.0,888.3205174838829
MVI_20064,20,1,partial,medium,29,KF + CV,0.3374450062382444,0.295788743048339,1.0,495.3679576668178
MVI_20064,20,1,partial,medium,29,EKF + CTRV,0.26429813823578835,0.19402796603439948,1.0,364.3311867333766
MVI_20064,20,1,partial,medium,29,UKF + CTRV,0.288116637773167,0.22659750970623369,1.0,345.2378807171974
MVI_20064,22,1,partial,long,75,KF + CV,0.0,-0.21271835019121818,1.2000000000000002,5928.15386660147
MVI_20064,22,1,partial,long,75,EKF + CTRV,0.0,-0.2017042380174597,1.1,7987.227031032504
MVI_20064,22,1,partial,long,75,UKF + CTRV,0.04868067327501479,-0.12254665300877948,1.0,4061.768058615582
MVI_20064,24,0,partial,long,62,KF + CV,0.0,-0.5409651780307544,11.90000000000001,20573.536675508138
MVI_20064,24,0,partial,long,62,EKF + CTRV,0.0,-0.6978193601011258,inf,55133.65000950094
MVI_20064,24,0,partial,long,62,UKF + CTRV,0.0,-0.660128891994173,inf,9234.370738411715
MVI_20064,24,2,partial,long,90,KF + CV,0.03565112545352356,-0.14992236634128175,1.0,24513.85596659906
MVI_20064,24,2,partial,long,90,EKF + CTRV,0.0,-0.45334671027396334,4.800000000000003,30376.402115875528
MVI_20064,24,2,partial,long,90,UKF + CTRV,0.0,-0.22077351631556513,1.1,8752.246440318886
MVI_20064,24,3,partial,long,58,KF + CV,0.6628995677750315,0.6536319738064208,1.0,4532.136044040573
MVI_20064,24,3,partial,long,58,EKF + CTRV,0.6528264233546397,0.6428108382687947,1.0,3066.50072463175
MVI_20064,24,3,partial,long,58,UKF + CTRV,0.4826139924746466,0.4462586287963443,1.0,3019.729177324177
MVI_20064,24,6,partial,long,59,KF + CV,0.1057670049998819,-0.026842338668137594,1.0,4095.833764586477
MVI_20064,24,6,partial,long,59,EKF + CTRV,0.37205688124016545,0.3491416793726289,1.0,3388.2821027019227
MVI_20064,24,6,partial,long,59,UKF + CTRV,0.21446002625833996,0.12497889390901619,1.0,2824.4357482602345
MVI_20064,25,4,partial,long,58,KF + CV,0.07075845387172833,-0.07714745478568341,1.0,3079.7720619304437
MVI_20064,25,4,partial,long,58,EKF + CTRV,0.2080421048476126,0.11906199101099055,1.0,1366.4744722149458
MVI_20064,25,4,partial,long,58,UKF + CTRV,0.21089336569959607,0.12693364969344934,1.0,1938.7283895753708
MVI_20064,28,0,partial,long,41,KF + CV,0.00037228802454772146,-0.2023670780834716,1.0,4260.345296754279
MVI_20064,28,0,partial,long,41,EKF + CTRV,0.0,-0.22475823992361535,1.2000000000000002,5027.383617267307
MVI_20064,28,0,partial,long,41,UKF + CTRV,0.07271830129387091,-0.07281806156985884,1.0,1837.2669742145667
MVI_20064,29,1,partial,long,71,KF + CV,0.02027706918027716,-0.17548433939116387,1.0,18385.263409665044
MVI_20064,29,1,partial,long,71,EKF + CTRV,0.0,-0.32874510291626774,2.6000000000000014,17001.939737338267
MVI_20064,29,1,partial,long,71,UKF + CTRV,0.03718620786360285,-0.14027193915157002,1.0,7873.6650822161255
MVI_20064,30,1,partial,medium,32,KF + CV,0.0,-0.5326825550349661,inf,763.1278985197312
MVI_20064,30,1,partial,medium,32,EKF + CTRV,0.0,-0.5302777461625201,inf,1994.941563824661
MVI_20064,30,1,partial,medium,32,UKF + CTRV,0.0,-0.5068869318804957,inf,1136.7747619811541
MVI_20064,30,4,partial,long,42,KF + CV,0.09213143964018945,-0.027565625012797287,1.0,1884.6113444446778
MVI_20064,30,4,partial,long,42,EKF + CTRV,0.0,-0.30553548662757796,2.200000000000001,2214.7235044081212
MVI_20064,30,4,partial,long,42,UKF + CTRV,0.0,-0.1885707793418,1.1,1232.3429768600527
MVI_20064,30,5,partial,medium,24,KF + CV,0.0,-0.17039451305267497,1.4000000000000004,212.30927261476623
MVI_20064,30,5,partial,medium,24,EKF + CTRV,0.007810884843451141,-0.163308708665875,1.0,249.48215623524177
MVI_20064,30,5,partial,medium,24,UKF + CTRV,0.0,-0.15599283564067976,1.1,192.54697977219863
MVI_20064,31,5,partial,medium,37,KF + CV,0.0896378493858729,-0.058486190595402734,1.0,1115.7276911919637
MVI_20064,31,5,partial,medium,37,EKF + CTRV,0.16386636800277493,0.056558554037456826,1.0,973.1961142343689
MVI_20064,31,5,partial,medium,37,UKF + CTRV,0.01667384306083875,-0.18191835851718008,1.0,610.8610987717088
MVI_20064,34,1,partial,medium,20,KF + CV,0.3793163170264945,0.334598618398391,1.0,1273.0434364476898
MVI_20064,34,1,partial,medium,20,EKF + CTRV,0.43257725435021543,0.4000958399285545,1.0,1252.4855496013258
MVI_20064,34,1,partial,medium,20,UKF + CTRV,0.45051220767079425,0.41881313879960314,1.0,965.5315465115922
MVI_20064,38,0,partial,long,39,KF + CV,0.0,-0.293626027548526,2.300000000000001,7307.528062881756
MVI_20064,38,0,partial,long,39,EKF + CTRV,0.0,-0.3025712071487297,2.7000000000000015,13170.916650443034
MVI_20064,38,0,partial,long,39,UKF + CTRV,0.0,-0.23349566102875532,1.8000000000000007,4880.87194534536
MVI_20064,38,1,partial,long,40,KF + CV,0.0,-0.24107986980191554,1.4000000000000004,3166.8165163589647
MVI_20064,38,1,partial,long,40,EKF + CTRV,0.0,-0.2352080336987731,1.5000000000000004,4131.228446914407
MVI_20064,38,1,partial,long,40,UKF + CTRV,0.0,-0.2261171375868843,1.4000000000000004,2157.222670974628
MVI_20064,43,0,partial,long,42,KF + CV,0.20967307530996468,0.13325962555402684,1.0,1017.1985386085686
MVI_20064,43,0,partial,long,42,EKF + CTRV,0.15773210988861902,0.04946234224274357,1.0,1740.1873162838422
MVI_20064,43,0,partial,long,42,UKF + CTRV,0.12610408218076113,0.00379066002502923,1.0,698.7614007657972
MVI_20064,47,0,partial,long,44,KF + CV,0.6947177737443282,0.6853202421793132,1.0,6717.25614218921
MVI_20064,47,0,partial,long,44,EKF + CTRV,0.595537214269922,0.58496185781377,1.0,12706.512220816892
MVI_20064,47,0,partial,long,44,UKF + CTRV,0.14079031048838148,0.03504944211369214,1.0,2790.2815203377163
MVI_20065,14,0,partial,long,55,KF + CV,0.49051257079221977,0.46499874386453194,1.0,20699.63980003964
MVI_20065,14,0,partial,long,55,EKF + CTRV,0.13227447368995562,0.006826193029423083,1.0,26807.259838654256
MVI_20065,14,0,partial,long,55,UKF + CTRV,0.12576157111044184,0.0022594405929202976,1.0,13967.208922380902
MVI_20065,15,2,partial,long,51,KF + CV,0.5633408962618216,0.5453253097569365,1.0,27099.472793126064
MVI_20065,15,2,partial,long,51,EKF + CTRV,0.17144780688199018,0.0645258171138103,1.0,33687.88401860972
MVI_20065,15,2,partial,long,51,UKF + CTRV,0.3609389748874923,0.30199665904747575,1.0,18603.796145280787
MVI_20065,17,0,partial,medium,30,KF + CV,0.0958299919462577,-0.005577369528359147,1.0,1253.4447308846245
MVI_20065,17,0,partial,medium,30,EKF + CTRV,0.0,-0.26615385339296344,1.6000000000000005,1656.1106001111702
MVI_20065,17,0,partial,medium,30,UKF + CTRV,0.33695975170185954,0.32374414844108035,1.0,577.462560150306
MVI_20065,18,3,partial,long,62,KF + CV,0.24229969114732114,0.1543611788993704,1.0,55015.86129413806
MVI_20065,18,3,partial,long,62,EKF + CTRV,0.2129367369835612,0.12906157459431933,1.0,60994.80895068216
MVI_20065,18,3,partial,long,62,UKF + CTRV,0.0861125479796819,-0.06451049868125439,1.0,23880.712772732157
MVI_20065,23,0,partial,medium,29,KF + CV,0.4955966892091585,0.470809946084681,1.0,2958.1672864696616
MVI_20065,23,0,partial,medium,29,EKF + CTRV,0.2085763832571946,0.12017180662888222,1.0,3657.5964411020477
MVI_20065,23,0,partial,medium,29,UKF + CTRV,0.14225382616012291,0.01707518040276987,1.0,2055.095060236528
MVI_20065,24,0,partial,medium,23,KF + CV,0.5848553755820646,0.5700734681369892,1.0,1366.090516505501
MVI_20065,24,0,partial,medium,23,EKF + CTRV,0.34203070959272996,0.2954189750714378,1.0,1528.097370566451
MVI_20065,24,0,partial,medium,23,UKF + CTRV,0.14374326775310695,0.03752945927122109,1.0,1091.8111868306373
MVI_20065,28,0,partial,medium,31,KF + CV,0.25184364298177103,0.17593738808095905,1.0,1787.2966328960895
MVI_20065,28,0,partial,medium,31,EKF + CTRV,0.23798390711807293,0.1611053024028331,1.0,2652.6246935844574
MVI_20065,28,0,partial,medium,31,UKF + CTRV,0.349479125947027,0.3066377716455759,1.0,1345.8569761951553
MVI_20065,30,1,partial,medium,22,KF + CV,0.5495033359050535,0.5290840986395006,1.0,621.1431948123533
MVI_20065,30,1,partial,medium,22,EKF + CTRV,0.05739290246262463,-0.09569428200876831,1.0,671.6240346444994
MVI_20065,30,1,partial,medium,22,UKF + CTRV,0.18186988944723173,0.07040661255198447,1.0,497.36576892737634
MVI_20065,32,0,partial,long,52,KF + CV,0.5856126252960137,0.5626141797393287,1.0,15806.715899704745
MVI_20065,32,0,partial,long,52,EKF + CTRV,0.3175490447042664,0.2617430356419236,1.0,16260.21130985909
MVI_20065,32,0,partial,long,52,UKF + CTRV,0.7831977588368157,0.7780608508026472,1.0,9071.31802599994
MVI_20065,37,0,partial,long,41,KF + CV,0.0,-0.1549807801623737,1.7000000000000006,4879.179522755771
MVI_20065,37,0,partial,long,41,EKF + CTRV,0.09062983305565211,-0.035626284835125976,1.0,8102.393374951115
MVI_20065,37,0,partial,long,41,UKF + CTRV,0.0,-0.36204862061065973,5.5000000000000036,2143.907771741086
MVI_20065,39,0,partial,long,89,KF + CV,0.0,-0.2680357423796656,1.9000000000000008,35494.52504860693
MVI_20065,39,0,partial,long,89,EKF + CTRV,0.0,-0.522065457204424,4.900000000000004,72425.20965435595
MVI_20065,39,0,partial,long,89,UKF + CTRV,0.0,-0.48947439272866977,4.000000000000003,15125.425405180606
MVI_20065,41,0,partial,long,44,KF + CV,0.15535308788575794,0.05349524198672978,1.0,20774.50410695295
MVI_20065,41,0,partial,long,44,EKF + CTRV,0.15795915811065353,0.05718113966201939,1.0,22503.188259492825
MVI_20065,41,0,partial,long,44,UKF + CTRV,0.10151895058921563,-0.02456777105629719,1.0,10305.040368322387
MVI_20065,42,0,partial,medium,21,KF + CV,0.6664847252003017,0.6574767175555742,1.0,1215.975556375722
MVI_20065,42,0,partial,medium,21,EKF + CTRV,0.5588574471206011,0.5375937942720532,1.0,1390.6826918053982
MVI_20065,42,0,partial,medium,21,UKF + CTRV,0.5403620602257462,0.5202977639101583,1.0,781.7720081929301
MVI_20065,49,0,partial,long,71,KF + CV,0.46752066047483165,0.4393820903547792,1.0,10393.467342408045
MVI_20065,49,0,partial,long,71,EKF + CTRV,0.015726920766091633,-0.16208314310414543,1.0,9658.962918130994
MVI_20065,49,0,partial,long,71,UKF + CTRV,0.0,-0.22030246554549932,1.4000000000000004,7041.108877817614
MVI_20065,53,0,partial,medium,24,KF + CV,0.33892811211783797,0.2947443892281148,1.0,2794.6218164207794
MVI_20065,53,0,partial,medium,24,EKF + CTRV,0.3560530130530079,0.3042618953306622,1.0,3807.0123842662783
MVI_20065,53,0,partial,medium,24,UKF + CTRV,0.07899620634781676,-0.039856355394412055,1.0,2562.085418933532
MVI_20065,67,1,partial,medium,22,KF + CV,0.7082125746057557,0.7018677786573598,1.0,1510.7374126723075
MVI_20065,67,1,partial,medium,22,EKF + CTRV,0.7783418901783846,0.7751411519389078,1.0,1106.0563518697284
MVI_20065,67,1,partial,medium,22,UKF + CTRV,0.7472633707372812,0.7424443874843054,1.0,1079.9137694082938
MVI_20065,70,2,partial,long,79,KF + CV,0.0,-0.25646397804534143,1.5000000000000004,49383.288018565785
MVI_20065,70,2,partial,long,79,EKF + CTRV,0.0,-0.2603950132695338,1.5000000000000004,42600.77634247735
MVI_20065,70,2,partial,long,79,UKF + CTRV,0.0,-0.25870557340241207,1.5000000000000004,33388.69236400518
MVI_20065,74,1,partial,medium,24,KF + CV,0.7128687367124629,0.7034816041879005,1.0,1244.1501271501115
MVI_20065,74,1,partial,medium,24,EKF + CTRV,0.6416917822651051,0.6253965631587343,1.0,1279.3451153770407
MVI_20065,74,1,partial,medium,24,UKF + CTRV,0.5866675970665136,0.5720925943479823,1.0,906.8495904479461
MVI_20065,74,2,partial,long,41,KF + CV,0.2748567664186653,0.19539406853940097,1.0,5078.181511372463
MVI_20065,74,2,partial,long,41,EKF + CTRV,0.16843353902801164,0.06750189617867038,1.0,6802.492754575966
MVI_20065,74,2,partial,long,41,UKF + CTRV,0.12856992396780734,0.0064889342143854,1.0,2981.526429699192
MVI_39771,24,1,partial,long,56,KF + CV,0.2156297963551855,0.1808570122536832,1.0,4345.159058276177
MVI_39771,24,1,partial,long,56,EKF + CTRV,0.16029438541628355,0.06580208055242923,1.0,5279.874377784612
MVI_39771,24,1,partial,long,56,UKF + CTRV,0.050743959953353165,-0.045559526278722534,1.0,2996.3113585869073
MVI_39781,12,0,partial,medium,34,KF + CV,0.0,-0.7752918464406569,inf,11941.185929094167
MVI_39781,12,0,partial,medium,34,EKF + CTRV,0.0,-0.8038826656692917,inf,67680.39184694942
MVI_39781,12,0,partial,medium,34,UKF + CTRV,0.0,-0.7598973293063139,inf,38130.346311797926
MVI_39781,16,1,partial,long,47,KF + CV,0.0,-0.44735464518090107,5.100000000000003,6938.9903822286
MVI_39781,16,1,partial,long,47,EKF + CTRV,0.0,-0.4590224186173788,5.5000000000000036,19901.63739938202
MVI_39781,16,1,partial,long,47,UKF + CTRV,0.0,-0.2343999134247113,1.2000000000000002,5955.6153489645385
MVI_39781,18,0,partial,medium,37,KF + CV,0.0,-0.6406583505451656,8.500000000000007,5755.362505173951
MVI_39781,18,0,partial,medium,37,EKF + CTRV,0.0,-0.6437261144931427,8.600000000000007,29672.36820528933
MVI_39781,18,0,partial,medium,37,UKF + CTRV,0.0,-0.5740490469436845,6.400000000000004,17701.193815677765
MVI_39781,30,0,partial,long,75,KF + CV,0.0,-0.2868437547743082,1.8000000000000007,22251.143539349916
MVI_39781,30,0,partial,long,75,EKF + CTRV,0.0,-0.34731026621771727,3.200000000000002,31552.294374106365
MVI_39781,30,0,partial,long,75,UKF + CTRV,0.0,-0.4069922740231637,3.8000000000000025,9273.233450977641
MVI_39781,37,1,partial,long,53,KF + CV,0.0,-0.2752785943274396,1.6000000000000005,13246.798100357297
MVI_39781,37,1,partial,long,53,EKF + CTRV,0.0,-0.29035339188947434,2.100000000000001,17806.49489991813
MVI_39781,37,1,partial,long,53,UKF + CTRV,0.0,-0.41993291023846235,4.3000000000000025,7503.114992698053
MVI_39781,38,0,partial,medium,33,KF + CV,0.4874294955070336,0.47567859851689837,1.0,98690.06780543049
MVI_39781,38,0,partial,medium,33,EKF + CTRV,0.4807706354032061,0.47092850460090496,1.0,94479.27510151269
MVI_39781,38,0,partial,medium,33,UKF + CTRV,0.4621568808161657,0.4446877988091516,1.0,70493.31268449464
MVI_39781,41,3,partial,medium,32,KF + CV,0.8595670429106973,0.8590155834872778,1.0,112250.48555940889
MVI_39781,41,3,partial,medium,32,EKF + CTRV,0.845444577219351,0.8447006430321783,1.0,79009.85149423433
MVI_39781,41,3,partial,medium,32,UKF + CTRV,0.8447293386805348,0.8439590225645321,1.0,78354.20858000158
MVI_39781,48,1,partial,medium,30,KF + CV,0.07238987238605472,-0.09224637343559482,1.0,2268.688071498471
MVI_39781,48,1,partial,medium,30,EKF + CTRV,0.06850035637635585,-0.10105898644928993,1.0,4323.658783300198
MVI_39781,48,1,partial,medium,30,UKF + CTRV,0.19851265455461592,0.09338635283770622,1.0,2837.0199199302992
MVI_39801,12,1,partial,medium,29,KF + CV,0.22925407147091764,0.13459558717452652,1.0,3186.585780087734
MVI_39801,12,1,partial,medium,29,EKF + CTRV,0.19867802151826422,0.10405420029205774,1.0,5157.596401609904
MVI_39801,12,1,partial,medium,29,UKF + CTRV,0.12303627076827177,-0.005497582062622089,1.0,3243.743887056995
MVI_39801,18,0,partial,medium,25,KF + CV,0.288708561749939,0.26399630345505026,1.0,16189.461482167762
MVI_39801,18,0,partial,medium,25,EKF + CTRV,0.42166457308638355,0.40840266400804104,1.0,26058.12839015202
MVI_39801,18,0,partial,medium,25,UKF + CTRV,0.502282886116755,0.4827234434431542,1.0,18961.26720735928
MVI_39801,29,1,partial,long,89,KF + CV,0.0,-1.074986014679411,inf,24341.66173547377
MVI_39801,29,1,partial,long,89,EKF + CTRV,0.0,-1.0679303049521072,inf,908811.535113813
MVI_39801,29,1,partial,long,89,UKF + CTRV,0.0,-1.1736754689069844,inf,57544.85358249093
MVI_39801,31,1,partial,long,76,KF + CV,0.0,-1.0081243629796874,inf,14649.966181812646
MVI_39801,31,1,partial,long,76,EKF + CTRV,0.0,-1.0048735284198185,inf,291535.98712140945
MVI_39801,31,1,partial,long,76,UKF + CTRV,0.0,-1.0053900514749614,inf,19939.38487200236
MVI_39801,39,1,partial,long,49,KF + CV,0.0,-0.29787162827485403,1.8000000000000007,4839.0580920279845
MVI_39801,39,1,partial,long,49,EKF + CTRV,0.0,-0.31617698024315277,2.000000000000001,15871.202010639818
MVI_39801,39,1,partial,long,49,UKF + CTRV,0.015451127822378211,-0.160426300142855,1.0,4220.875054580158
MVI_39811,7,1,partial,medium,22,KF + CV,0.11206577306370753,-0.021583935996065715,1.0,10664.93163049215
MVI_39811,7,1,partial,medium,22,EKF + CTRV,0.1114955674456521,-0.020112468292851335,1.0,17363.152968259143
MVI_39811,7,1,partial,medium,22,UKF + CTRV,0.07981434344967729,-0.07167968143325303,1.0,14272.723634286385
MVI_39821,6,0,partial,medium,21,KF + CV,0.3468135049741937,0.29162632743447636,1.0,902.9196032873112
MVI_39821,6,0,partial,medium,21,EKF + CTRV,0.3608078457819915,0.2928324814586077,1.0,1119.8976910814526
MVI_39821,6,0,partial,medium,21,UKF + CTRV,0.26180321372913196,0.16945737353283585,1.0,888.8908217397801
MVI_39821,8,0,partial,medium,21,KF + CV,0.22691729714510067,0.15166640598972098,1.0,490.45348998268685
MVI_39821,8,0,partial,medium,21,EKF + CTRV,0.2251786007655606,0.1492028949601384,1.0,685.8073537070775
MVI_39821,8,0,partial,medium,21,UKF + CTRV,0.05904207294796431,-0.07630864507125396,1.0,509.5664088952889
MVI_39821,9,0,partial,medium,25,KF + CV,0.3699030851595248,0.32881613089001577,1.0,1257.8333861289277
MVI_39821,9,0,partial,medium,25,EKF + CTRV,0.04888268366118453,-0.0870434403179953,1.0,1859.3334035840248
MVI_39821,9,0,partial,medium,25,UKF + CTRV,0.08060306837436869,-0.04379355771346918,1.0,990.1853665091917
MVI_39821,13,0,partial,long,52,KF + CV,0.3271543955549219,0.27374465593572617,1.0,36969.54545570747
MVI_39821,13,0,partial,long,52,EKF + CTRV,0.31800684715370686,0.2643981007583247,1.0,42103.68757649587
MVI_39821,13,0,partial,long,52,UKF + CTRV,0.20890243889433724,0.12019472151631615,1.0,15788.356464156761
MVI_39821,13,1,partial,medium,37,KF + CV,0.056364473811029846,0.02382874703175924,1.0,432140.6727585664
MVI_39821,13,1,partial,medium,37,EKF + CTRV,0.056364473811029846,0.019538312397986035,1.0,521175.6534053028
MVI_39821,13,1,partial,medium,37,UKF + CTRV,0.05636447381103013,0.04511958442779508,1.0,203069.1125863761
MVI_39821,14,0,partial,medium,21,KF + CV,0.37279243660806904,0.31041061305575796,1.0,781.1412998465962
MVI_39821,14,0,partial,medium,21,EKF + CTRV,0.3908283267462361,0.33616353437276003,1.0,939.9700028631617
MVI_39821,14,0,partial,medium,21,UKF + CTRV,0.13683290189457983,0.02787639703451708,1.0,683.5177965523847
MVI_39821,16,0,partial,medium,27,KF + CV,0.3639253020224086,0.32229800880220594,1.0,1082.2356859595052
MVI_39821,16,0,partial,medium,27,EKF + CTRV,0.1297348330125747,0.026325023627106023,1.0,1582.6526640434138
MVI_39821,16,0,partial,medium,27,UKF + CTRV,0.06437236912610933,-0.06648391552859553,1.0,899.9167480286612
MVI_39821,21,0,partial,medium,24,KF + CV,0.2182050164788483,0.1329834433535665,1.0,700.4667294863931
MVI_39821,21,0,partial,medium,24,EKF + CTRV,0.16224364728618537,0.06561933639681082,1.0,1007.6855462865385
MVI_39821,21,0,partial,medium,24,UKF + CTRV,0.12820970639124618,0.015318237929037026,1.0,725.3303364720957
MVI_39821,24,1,partial,medium,21,KF + CV,0.5076967191692281,0.48090660144332975,1.0,2289.848670427409
MVI_39821,24,1,partial,medium,21,EKF + CTRV,0.4570686848371145,0.43228378258529654,1.0,4520.141946217789
MVI_39821,24,1,partial,medium,21,UKF + CTRV,0.2746680438470646,0.223008885031657,1.0,2394.755239081647
MVI_39821,24,2,partial,medium,26,KF + CV,0.3814511247571275,0.3142109401548171,1.0,1671.294890546545
MVI_39821,24,2,partial,medium,26,EKF + CTRV,0.34457251363645935,0.273517142938823,1.0,3307.916429881672
MVI_39821,24,2,partial,medium,26,UKF + CTRV,0.5030492413992023,0.4654166296797553,1.0,2447.2680050098033
MVI_39821,25,0,partial,medium,27,KF + CV,0.25999474021335217,0.1615554965068457,1.0,1072.804268548924
MVI_39821,25,0,partial,medium,27,EKF + CTRV,0.23041077701875187,0.1203685517695042,1.0,1331.390494751867
MVI_39821,25,0,partial,medium,27,UKF + CTRV,0.1662154356200372,0.06345259239530433,1.0,940.6097291458758
MVI_39821,28,0,partial,medium,24,KF + CV,0.343975053308551,0.2951519301511659,1.0,1085.4673543935166
MVI_39821,28,0,partial,medium,24,EKF + CTRV,0.35731975014328676,0.29316164471670525,1.0,1160.4844326565517
MVI_39821,28,0,partial,medium,24,UKF + CTRV,0.3315042995649185,0.2582336219098931,1.0,887.7464671195402
MVI_39821,31,0,partial,medium,24,KF + CV,0.2331399565678491,0.1543682218850465,1.0,922.0375469350962
MVI_39821,31,0,partial,medium,24,EKF + CTRV,0.18128105871060718,0.07715582436890728,1.0,1394.98163364139
MVI_39821,31,0,partial,medium,24,UKF + CTRV,0.21930471011699593,0.13430976161127128,1.0,775.3655598759659
MVI_39851,32,0,partial,long,71,KF + CV,0.463476843578804,0.43318816391627396,1.0,26750.27449398357
MVI_39851,32,0,partial,long,71,EKF + CTRV,0.16810209337523002,0.06842910739831572,1.0,32463.18364936845
MVI_39851,32,0,partial,long,71,UKF + CTRV,0.04266213348800843,-0.11738957585747695,1.0,18062.127794717566
MVI_39861,1,0,partial,medium,26,KF + CV,0.5834322729560976,0.5702879606130976,1.0,33815.89234245746
MVI_39861,1,0,partial,medium,26,EKF + CTRV,0.5712015916958355,0.5575822096757453,1.0,30643.10638202486
MVI_39861,1,0,partial,medium,26,UKF + CTRV,0.703750665198351,0.6905271461759243,1.0,24835.278471037167
MVI_39861,1,1,partial,long,73,KF + CV,0.0,-0.1723273413145129,1.7000000000000006,271625.99397417787
MVI_39861,1,1,partial,long,73,EKF + CTRV,0.0,-0.19055682425822365,1.9000000000000008,511596.36538232665
MVI_39861,1,1,partial,long,73,UKF + CTRV,0.0,-0.4664411499638415,4.400000000000003,100662.61464495503
MVI_39861,5,0,partial,medium,31,KF + CV,0.05149538302981796,-0.1072487844459103,1.0,1001.197354692128
MVI_39861,5,0,partial,medium,31,EKF + CTRV,0.05349297279563113,-0.10807168814540315,1.0,956.4684726325831
MVI_39861,5,0,partial,medium,31,UKF + CTRV,0.005561323293269335,-0.18978020233032802,1.0,731.5173448684351
MVI_39861,5,2,partial,medium,23,KF + CV,0.20743629482029322,0.10998646743427677,1.0,7345.691173025544
MVI_39861,5,2,partial,medium,23,EKF + CTRV,0.21320589040759977,0.1184310069715703,1.0,11902.9849173711
MVI_39861,5,2,partial,medium,23,UKF + CTRV,0.1543432843462211,0.036694908890851696,1.0,9501.605071483445
MVI_39861,6,0,partial,long,46,KF + CV,0.21979286269168022,0.14304920468296273,1.0,3993.653342146151
MVI_39861,6,0,partial,long,46,EKF + CTRV,0.0,-0.17547848241072062,1.3000000000000003,4891.086460039052
MVI_39861,6,0,partial,long,46,UKF + CTRV,0.0,-0.26087656937018416,1.4000000000000004,2045.877619970547
MVI_39861,7,4,partial,long,38,KF + CV,0.0,-0.3204397966780619,2.000000000000001,2250.920484483956
MVI_39861,7,4,partial,long,38,EKF + CTRV,0.0,-0.3295098455978897,2.200000000000001,6237.908285211426
MVI_39861,7,4,partial,long,38,UKF + CTRV,0.0,-0.23995571785356054,1.2000000000000002,2680.08690168374
MVI_39861,7,6,partial,medium,37,KF + CV,0.0,-0.2397470948358522,1.9000000000000008,917.8673392227576
MVI_39861,7,6,partial,medium,37,EKF + CTRV,0.0,-0.26103949272913085,1.5000000000000004,1986.7102683152975
MVI_39861,7,6,partial,medium,37,UKF + CTRV,0.07486028364911206,-0.04571944345976889,1.0,864.5265480249233
MVI_39861,8,0,partial,long,44,KF + CV,0.4134259951994924,0.3591113453625694,1.0,3410.8984821335243
MVI_39861,8,0,partial,long,44,EKF + CTRV,0.3816954271482982,0.3293578150312618,1.0,4146.580158167883
MVI_39861,8,0,partial,long,44,UKF + CTRV,0.21706150346842412,0.11604672335769321,1.0,1454.3414029764533
MVI_39861,9,0,partial,medium,36,KF + CV,0.39515920019634376,0.3280229725196653,1.0,2052.4395539097877
MVI_39861,9,0,partial,medium,36,EKF + CTRV,0.3938259373471069,0.3206605897993927,1.0,2693.430407192247
MVI_39861,9,0,partial,medium,36,UKF + CTRV,0.2988225805591442,0.1987222755135421,1.0,1379.4527409882837
MVI_39861,9,2,partial,medium,22,KF + CV,0.12642951545885733,0.004698962797913153,1.0,8214.730236674191
MVI_39861,9,2,partial,medium,22,EKF + CTRV,0.14381776096931828,0.02238489769181086,1.0,12766.934766424738
MVI_39861,9,2,partial,medium,22,UKF + CTRV,0.09643168823841597,-0.047527126200639175,1.0,10524.164796713336
MVI_39861,11,0,partial,medium,26,KF + CV,0.30186835238438753,0.20823063405587533,1.0,1068.5736260392912
MVI_39861,11,0,partial,medium,26,EKF + CTRV,0.1987284651738193,0.08002911232535186,1.0,1355.1584408729138
MVI_39861,11,0,partial,medium,26,UKF + CTRV,0.21133836653050034,0.0866255375299798,1.0,791.5151472486601
MVI_39931,4,1,partial,long,40,KF + CV,0.23790640855657952,0.13438348630527394,1.0,2492.964393230695
MVI_39931,4,1,partial,long,40,EKF + CTRV,0.23765583116490568,0.13522820159018717,1.0,4720.439296182381
MVI_39931,4,1,partial,long,40,UKF + CTRV,0.09403822937871724,-0.07749904521546251,1.0,1904.8092173765476
MVI_39931,5,0,partial,medium,21,KF + CV,0.022101130996975835,-0.0011583493051658504,1.0,24465.15304934158
MVI_39931,5,0,partial,medium,21,EKF + CTRV,0.022101130996975835,-0.002822788032846489,1.0,29801.570617342513
MVI_39931,5,0,partial,medium,21,UKF + CTRV,0.0221011309969759,0.011271028626370007,1.0,23467.018008977248
MVI_39931,11,0,partial,medium,33,KF + CV,0.5930606073249992,0.5815976742700466,1.0,8685.17189903946
MVI_39931,11,0,partial,medium,33,EKF + CTRV,0.5930606073249993,0.5814917484373865,1.0,8455.52573608973
MVI_39931,11,0,partial,medium,33,UKF + CTRV,0.585223390703457,0.5765649176702093,1.0,5965.551774692444
MVI_39931,13,0,partial,medium,32,KF + CV,0.1190719948995586,-0.010973425650847149,1.0,30623.31573547057
