video,track_id,seg_id,bucket,length_frames,duration_s,status,id_before,id_after,recall_during,gt_track_len,occlusion_level,motion_model,variant,variant_key
MVI_40172,102,6,short,5,0.2,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,102,7,medium,19,0.76,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,102,8,long,67,2.68,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,102,9,long,87,3.48,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,102,10,short,2,0.08,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,102,11,long,95,3.8,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,105,0,long,47,1.88,switched,3.0,65.0,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,105,1,long,42,1.68,switched,65.0,227.0,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,105,2,short,7,0.28,no_before,,,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40172,105,3,medium,20,0.8,switched,30.0,755.0,0.0,2635,full,EKF + CTRV,expanded gate,expand
MVI_40204,15,0,short,1,0.04,lost,25.0,,0.0,136,full,EKF + CTRV,expanded gate,expand
MVI_40204,35,0,medium,21,0.84,no_before,,,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,35,1,short,9,0.36,no_before,,,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,51,0,short,3,0.12,preserved,209.0,209.0,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,51,1,short,6,0.24,lost,209.0,,0.1667,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,51,2,short,1,0.04,lost,209.0,,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,60,0,short,1,0.04,lost,260.0,,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,60,1,short,1,0.04,no_before,,,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,65,0,short,3,0.12,lost,319.0,,0.0,141,full,EKF + CTRV,expanded gate,expand
MVI_40204,71,0,medium,16,0.64,lost,407.0,,0.0,116,full,EKF + CTRV,expanded gate,expand
MVI_40204,71,1,short,1,0.04,lost,407.0,,0.0,116,full,EKF + CTRV,expanded gate,expand
MVI_40204,81,0,short,9,0.36,no_before,,,0.0,141,full,EKF + CTRV,expanded gate,expand
MVI_40204,81,1,short,3,0.12,no_before,,,0.0,141,full,EKF + CTRV,expanded gate,expand
MVI_40204,85,0,short,12,0.48,lost,507.0,,0.0833,141,full,EKF + CTRV,expanded gate,expand
MVI_40204,85,1,short,7,0.28,lost,507.0,,0.0,141,full,EKF + CTRV,expanded gate,expand
MVI_40204,88,0,short,2,0.08,lost,515.0,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,88,1,short,1,0.04,lost,515.0,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,88,2,short,1,0.04,lost,515.0,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,90,0,short,8,0.32,preserved,546.0,546.0,0.75,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,90,1,short,4,0.16,preserved,546.0,546.0,0.75,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,90,2,short,1,0.04,lost,546.0,,1.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,90,3,short,1,0.04,lost,546.0,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,90,4,medium,18,0.72,lost,546.0,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,98,0,long,53,2.12,lost,565.0,,0.0,156,full,EKF + CTRV,expanded gate,expand
MVI_40204,108,0,short,1,0.04,preserved,625.0,625.0,1.0,151,full,EKF + CTRV,expanded gate,expand
MVI_40204,116,0,short,1,0.04,no_before,,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,116,1,short,1,0.04,no_before,,,0.0,146,full,EKF + CTRV,expanded gate,expand
MVI_40204,128,0,short,10,0.4,lost,743.0,,0.0,131,full,EKF + CTRV,expanded gate,expand
MVI_40204,129,0,short,1,0.04,no_before,,,0.0,156,full,EKF + CTRV,expanded gate,expand
MVI_40204,129,1,short,2,0.08,no_before,,,0.0,156,full,EKF + CTRV,expanded gate,expand
MVI_40204,162,0,short,1,0.04,no_before,,,0.0,151,full,EKF + CTRV,expanded gate,expand
MVI_40204,162,1,short,1,0.04,no_before,,,0.0,151,full,EKF + CTRV,expanded gate,expand
MVI_40204,162,2,short,2,0.08,no_before,,,0.0,151,full,EKF + CTRV,expanded gate,expand
MVI_40204,162,3,medium,14,0.56,no_before,,,0.0,151,full,EKF + CTRV,expanded gate,expand
MVI_40204,165,0,short,6,0.24,preserved,969.0,969.0,1.0,145,full,EKF + CTRV,expanded gate,expand
MVI_40204,168,0,short,1,0.04,preserved,1042.0,1042.0,1.0,120,full,EKF + CTRV,expanded gate,expand
MVI_40751,2,0,long,47,1.88,switched,1.0,2.0,0.0,1140,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,0,short,12,0.48,lost,292.0,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,1,short,4,0.16,lost,292.0,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,2,short,4,0.16,no_before,,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,3,short,3,0.12,no_before,,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,4,short,2,0.08,no_before,,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,5,short,4,0.16,no_before,,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_40751,21,6,short,4,0.16,no_before,,,0.0,625,full,EKF + CTRV,expanded gate,expand
MVI_63554,4,0,short,3,0.12,no_before,,,0.0,26,full,EKF + CTRV,expanded gate,expand
MVI_63554,4,1,short,6,0.24,no_before,,,0.0,26,full,EKF + CTRV,expanded gate,expand
MVI_63554,8,0,short,2,0.08,no_before,,,0.0,16,full,EKF + CTRV,expanded gate,expand
MVI_63554,9,0,medium,35,1.4,lost,14.0,,0.0,61,full,EKF + CTRV,expanded gate,expand
MVI_63554,20,0,short,1,0.04,lost,62.0,,0.0,66,full,EKF + CTRV,expanded gate,expand
MVI_63554,25,0,medium,19,0.76,lost,86.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,32,0,long,57,2.28,lost,122.0,,0.0,71,full,EKF + CTRV,expanded gate,expand
MVI_63554,36,0,long,49,1.96,lost,146.0,,0.0,66,full,EKF + CTRV,expanded gate,expand
MVI_63554,42,0,short,1,0.04,no_before,,,0.0,16,full,EKF + CTRV,expanded gate,expand
MVI_63554,43,0,long,55,2.2,lost,171.0,,0.0,71,full,EKF + CTRV,expanded gate,expand
MVI_63554,56,0,medium,30,1.2,no_before,,,0.0,51,full,EKF + CTRV,expanded gate,expand
MVI_63554,56,1,short,9,0.36,no_before,,,0.0,51,full,EKF + CTRV,expanded gate,expand
MVI_63554,61,0,short,1,0.04,no_before,,,0.0,66,full,EKF + CTRV,expanded gate,expand
MVI_63554,61,1,short,6,0.24,no_before,,,0.0,66,full,EKF + CTRV,expanded gate,expand
MVI_63554,64,0,medium,37,1.48,lost,253.0,,0.0,46,full,EKF + CTRV,expanded gate,expand
MVI_63554,68,0,long,51,2.04,lost,233.0,,0.0,66,full,EKF + CTRV,expanded gate,expand
MVI_63554,77,0,medium,20,0.8,lost,292.0,,0.0,61,full,EKF + CTRV,expanded gate,expand
MVI_63554,79,0,short,9,0.36,switched,298.0,318.0,0.2222,71,full,EKF + CTRV,expanded gate,expand
MVI_63554,82,0,long,47,1.88,lost,302.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,83,0,short,5,0.2,no_before,,,0.0,21,full,EKF + CTRV,expanded gate,expand
MVI_63554,86,0,long,43,1.72,no_before,,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,88,0,short,3,0.12,no_before,,,0.0,16,full,EKF + CTRV,expanded gate,expand
MVI_63554,92,0,medium,14,0.56,switched,336.0,349.0,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,92,1,short,8,0.32,switched,336.0,349.0,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,96,0,short,4,0.16,no_before,,,0.0,26,full,EKF + CTRV,expanded gate,expand
MVI_63554,101,0,long,42,1.68,lost,379.0,,0.0,51,full,EKF + CTRV,expanded gate,expand
MVI_63554,108,0,long,39,1.56,no_before,,,0.0,51,full,EKF + CTRV,expanded gate,expand
MVI_63554,115,0,short,3,0.12,lost,434.0,,0.0,61,full,EKF + CTRV,expanded gate,expand
MVI_63554,115,1,short,9,0.36,lost,434.0,,0.0,61,full,EKF + CTRV,expanded gate,expand
MVI_63554,116,0,short,2,0.08,no_before,,,0.0,26,full,EKF + CTRV,expanded gate,expand
MVI_63554,120,0,short,4,0.16,no_before,,,0.0,26,full,EKF + CTRV,expanded gate,expand
MVI_63554,124,0,medium,24,0.96,lost,470.0,,0.0,61,full,EKF + CTRV,expanded gate,expand
MVI_63554,124,1,medium,19,0.76,lost,470.0,,0.0,61,full,EKF + CTRV,expanded gate,expand
MVI_63554,129,0,short,2,0.08,no_before,,,0.0,21,full,EKF + CTRV,expanded gate,expand
MVI_63554,137,0,short,3,0.12,no_before,,,0.0,16,full,EKF + CTRV,expanded gate,expand
MVI_63554,147,0,medium,28,1.12,lost,552.0,,0.0,46,full,EKF + CTRV,expanded gate,expand
MVI_63554,151,0,short,1,0.04,no_before,,,0.0,21,full,EKF + CTRV,expanded gate,expand
MVI_63554,153,0,short,2,0.08,no_before,,,0.0,20,full,EKF + CTRV,expanded gate,expand
MVI_63554,155,0,medium,19,0.76,lost,575.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,165,0,medium,20,0.8,lost,562.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,165,1,medium,22,0.88,lost,562.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,171,0,medium,33,1.32,lost,562.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,174,0,short,2,0.08,no_before,,,0.0,16,full,EKF + CTRV,expanded gate,expand
MVI_63554,177,0,medium,13,0.52,no_before,,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_63554,182,0,long,38,1.52,lost,650.0,,0.0,56,full,EKF + CTRV,expanded gate,expand
MVI_40131,1,0,long,120,4.8,switched,4.0,111.0,0.2583,486,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,12,0,long,81,3.24,no_before,,,0.5185,326,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,16,0,long,52,2.08,switched,71.0,91.0,0.1923,256,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,16,1,medium,22,0.88,preserved,91.0,91.0,1.0,256,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,17,0,long,64,2.56,no_before,,,0.375,171,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,0,medium,19,0.76,preserved,77.0,77.0,0.4211,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,1,long,114,4.56,switched,77.0,386.0,0.2456,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,2,medium,18,0.72,preserved,386.0,386.0,1.0,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,3,short,6,0.24,preserved,386.0,386.0,1.0,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,4,medium,13,0.52,preserved,463.0,463.0,1.0,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,5,long,72,2.88,preserved,386.0,386.0,1.0,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,19,6,medium,29,1.16,preserved,386.0,386.0,1.0,1086,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,20,0,short,5,0.2,no_before,,,0.0,406,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,20,1,long,62,2.48,no_before,,,0.0968,406,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,20,2,short,7,0.28,preserved,106.0,106.0,1.0,406,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,23,0,medium,25,1.0,no_before,,,0.24,226,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,25,0,long,177,7.08,preserved,143.0,143.0,0.9153,321,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,26,0,long,84,3.36,switched,161.0,190.0,0.6548,231,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,29,0,long,102,4.08,switched,232.0,397.0,0.9412,816,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,30,0,short,9,0.36,preserved,203.0,203.0,1.0,296,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,30,1,long,51,2.04,preserved,203.0,203.0,0.902,296,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,31,0,medium,24,0.96,no_before,,,0.0,221,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,31,1,short,8,0.32,no_before,,,0.0,221,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,34,0,long,65,2.6,no_before,,,0.8769,281,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,35,0,long,97,3.88,switched,253.0,404.0,0.2577,456,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,35,1,medium,26,1.04,preserved,404.0,404.0,1.0,456,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,36,0,medium,29,1.16,no_before,,,0.6897,226,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,37,0,long,210,8.4,no_before,,,0.2286,421,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,37,1,medium,33,1.32,preserved,449.0,449.0,1.0,421,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,38,0,long,51,2.04,preserved,325.0,325.0,0.8039,306,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,39,0,long,100,4.0,no_before,,,0.85,241,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,39,1,long,55,2.2,preserved,316.0,316.0,1.0,241,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,40,0,long,119,4.76,no_before,,,0.7647,366,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,40,1,short,11,0.44,preserved,422.0,422.0,1.0,366,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,40,3,medium,15,0.6,preserved,422.0,422.0,1.0,366,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,40,4,short,8,0.32,preserved,422.0,422.0,1.0,366,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,41,0,long,43,1.72,no_before,,,0.6047,281,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,45,0,medium,25,1.0,no_before,,,0.2,206,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,60,0,medium,22,0.88,lost,628.0,,0.7273,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,62,0,medium,26,1.04,lost,641.0,,0.9231,95,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40131,65,0,long,60,2.4,no_before,,,0.0,60,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,1,0,medium,26,1.04,no_before,,,1.0,26,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,6,0,long,41,1.64,preserved,20.0,20.0,0.9512,71,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,7,0,long,56,2.24,no_before,,,0.2143,56,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,0,short,12,0.48,no_before,,,0.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,1,short,11,0.44,switched,53.0,55.0,0.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,3,medium,26,1.04,preserved,55.0,55.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,4,medium,25,1.0,preserved,55.0,55.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,5,medium,18,0.72,switched,55.0,136.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,6,short,12,0.48,preserved,87.0,87.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,7,medium,32,1.28,switched,87.0,205.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,8,medium,28,1.12,preserved,205.0,205.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,8,9,medium,16,0.64,preserved,205.0,205.0,1.0,726,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,9,1,short,10,0.4,preserved,39.0,39.0,1.0,61,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,11,0,medium,27,1.08,switched,54.0,53.0,0.8148,91,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,12,0,long,61,2.44,no_before,,,0.4098,61,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,14,0,medium,31,1.24,preserved,93.0,93.0,0.6774,86,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,15,0,long,66,2.64,no_before,,,0.4394,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,16,0,long,61,2.44,no_before,,,0.8361,61,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,17,0,short,11,0.44,no_before,,,0.2727,76,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,18,0,long,209,8.36,switched,161.0,287.0,0.11,786,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,18,1,short,11,0.44,switched,269.0,322.0,0.6364,786,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,18,2,short,4,0.16,preserved,346.0,346.0,1.0,786,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,18,3,short,4,0.16,switched,346.0,366.0,0.0,786,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,18,4,short,4,0.16,preserved,366.0,366.0,1.0,786,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,19,0,long,61,2.44,no_before,,,0.7705,61,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,22,0,long,69,2.76,lost,193.0,,0.7681,71,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,23,0,long,62,2.48,switched,214.0,183.0,0.8387,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,25,0,long,66,2.64,no_before,,,0.7424,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,26,0,long,47,1.88,no_before,,,0.8723,56,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,27,0,medium,30,1.2,no_before,,,0.3667,76,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,28,0,medium,21,0.84,no_before,,,0.8571,76,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,29,0,long,53,2.12,no_before,,,0.5283,56,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,31,0,medium,26,1.04,preserved,313.0,313.0,1.0,96,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,34,0,long,66,2.64,lost,356.0,,0.8939,71,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,35,0,long,62,2.48,switched,363.0,346.0,0.9032,76,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,36,0,long,66,2.64,no_before,,,0.6515,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,38,0,short,8,0.32,no_before,,,0.0,185,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,39,0,long,70,2.8,lost,402.0,,0.7286,71,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,40,0,medium,23,0.92,lost,424.0,,1.0,45,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,41,0,long,99,3.96,switched,6.0,336.0,0.0909,1150,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,41,1,long,52,2.08,switched,205.0,426.0,0.0769,1150,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,42,0,long,1150,46.0,no_before,,,0.0,1150,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,43,0,long,1150,46.0,no_before,,,0.0,1150,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40171,44,0,long,1150,46.0,no_before,,,0.0,1150,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,16,0,long,180,7.2,no_before,,,0.0111,227,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,35,0,long,39,1.56,no_before,,,0.8974,46,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,36,0,medium,37,1.48,no_before,,,0.973,41,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,40,0,medium,29,1.16,preserved,481.0,481.0,0.5517,71,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,41,0,long,39,1.56,lost,485.0,,0.4872,41,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,47,0,long,48,1.92,lost,510.0,,0.9792,51,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,50,0,long,51,2.04,no_before,,,0.7451,51,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,51,0,short,10,0.4,preserved,529.0,529.0,0.1,81,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,56,0,medium,28,1.12,lost,513.0,,1.0,61,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,57,0,medium,37,1.48,preserved,554.0,554.0,1.0,51,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,60,0,long,44,1.76,switched,560.0,582.0,0.7955,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,61,0,medium,13,0.52,preserved,572.0,572.0,1.0,36,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,63,0,long,46,1.84,no_before,,,0.7391,46,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,65,0,medium,29,1.16,lost,587.0,,0.4828,46,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,67,0,medium,31,1.24,no_before,,,0.7419,41,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,79,0,long,114,4.56,no_before,,,0.0702,201,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,95,0,long,40,1.6,lost,764.0,,0.85,41,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,96,0,long,50,2.0,no_before,,,0.88,50,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,99,0,long,50,2.0,switched,2.0,51.0,0.12,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,99,1,long,74,2.96,switched,2.0,232.0,0.0811,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,99,2,long,40,1.6,switched,283.0,733.0,0.125,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,100,0,long,2635,105.4,no_before,,,0.0,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,101,0,long,2635,105.4,no_before,,,0.0,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,102,0,long,2635,105.4,no_before,,,0.0,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,105,0,long,52,2.08,switched,3.0,60.0,0.0385,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,105,1,long,45,1.8,switched,60.0,30.0,0.0222,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,105,2,medium,21,0.84,no_before,,,0.0,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40172,105,3,long,39,1.56,switched,30.0,736.0,0.2051,2635,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,6,0,long,86,3.44,no_before,,,0.314,86,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,9,0,long,66,2.64,no_before,,,0.0,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,10,0,medium,32,1.28,lost,9.0,,0.4062,76,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,11,0,medium,31,1.24,switched,11.0,59.0,0.3871,66,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,12,0,medium,16,0.64,no_before,,,0.375,16,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,15,0,long,136,5.44,no_before,,,0.6618,136,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,27,0,long,111,4.44,no_before,,,0.8108,111,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,30,0,long,71,2.84,lost,108.0,,0.1972,141,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,34,0,short,3,0.12,preserved,35.0,35.0,0.6667,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,34,1,medium,25,1.0,lost,35.0,,0.24,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,34,2,medium,25,1.0,lost,35.0,,0.0,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,35,0,long,131,5.24,no_before,,,0.3282,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,36,0,long,52,2.08,lost,124.0,,0.0,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,39,0,medium,22,0.88,lost,189.0,,0.0,111,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,40,0,long,39,1.56,lost,143.0,,0.0,151,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,46,0,long,141,5.64,no_before,,,0.6525,141,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,49,0,long,46,1.84,preserved,191.0,191.0,0.8043,151,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,50,0,long,121,4.84,no_before,,,0.3802,121,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,51,0,long,131,5.24,no_before,,,0.4046,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,52,0,short,2,0.08,preserved,206.0,206.0,1.0,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,60,0,long,131,5.24,no_before,,,0.3206,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,63,0,long,39,1.56,switched,299.0,344.0,0.5897,141,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,64,0,long,130,5.2,no_before,,,0.6308,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,65,0,long,141,5.64,no_before,,,0.2695,141,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,67,0,long,58,2.32,lost,362.0,,0.0172,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,68,0,medium,15,0.6,lost,362.0,,0.0,126,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,71,0,long,116,4.64,no_before,,,0.3362,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,72,0,medium,33,1.32,preserved,412.0,412.0,1.0,141,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,73,0,long,136,5.44,no_before,,,0.3235,136,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,74,0,long,116,4.64,no_before,,,0.4741,116,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,78,0,medium,19,0.76,lost,448.0,,0.2632,131,partial,EKF + CTRV,DIoU + gate,diouexp
MVI_40204,81,0,long,141,5.64,no_before,,,0.305,141,partial,EKF + CTRV,DIoU + gate,diouexp
