video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
MVI_20011,0.5308017937318887,0.5065864557339733,0.5571818239096625,0.6016982364467668,0.8113229897484922,268,2767,14,7655,0.7384279135118258,0.917377812257564,0.6178967994774657
MVI_20012,0.5559464391505369,0.5499476933513462,0.5629817328223811,0.6482342007434945,0.798299826066037,899,2095,34,8608,0.7509363295880149,0.8115218564490017,0.6987685873605948
MVI_20032,0.5767818286912934,0.5213461945825827,0.6385782209097175,0.5745322872661436,0.7808091354218807,330,375,0,1657,0.7843377179565616,0.7952853598014888,0.7736873868436934
MVI_20033,0.5898450105887558,0.5581836510897622,0.6240247813487731,0.6497914296549109,0.8143892542858588,455,1386,6,5274,0.8027451388166787,0.8887865530739121,0.7318923018581721
MVI_20034,0.5634529058106554,0.5704904269638652,0.5570635983055849,0.6384135292933361,0.8426868950064459,653,2900,39,9934,0.7194824357300947,0.8246390009106284,0.6381115361385142
MVI_20035,0.6765943999421262,0.6515557606373384,0.7028821489410942,0.7372416701813581,0.8461011544151009,1444,1655,16,11855,0.8613983573769096,0.8692030230161456,0.85373260227752
MVI_20051,0.6553436060917321,0.6399652477109914,0.6714600353012766,0.7171479740317886,0.8584887088210513,938,1565,24,8934,0.8156139435067572,0.8463946069579873,0.7869935079471682
MVI_20052,0.6878848571642999,0.6590835292030924,0.7186479602459062,0.7431510946285441,0.8479676749173402,926,1172,49,8359,0.8448275862068966,0.8576358930112166,0.8323962196434981
MVI_20061,0.55517058923855,0.540142498012158,0.5714747924429016,0.6212186689714779,0.8378234749120934,568,2894,44,9256,0.6976399357469418,0.8147186147186147,0.6099827139152982
MVI_20062,0.5879766583017662,0.5148603055774369,0.6723101559268492,0.4040788883908561,0.8462420350806148,2081,551,27,4462,0.7072890759517888,0.6169893190921228,0.8285522187359928
MVI_20063,0.5395696025171693,0.5122279412434998,0.5691457308934231,0.5780663329161452,0.82143884494243,537,2130,30,6392,0.7202216066481995,0.8397582829756199,0.6304755944931164
MVI_20064,0.4381426391778717,0.4147644491659945,0.46336366870245926,0.4794839255499154,0.8389716763258224,272,7081,30,14184,0.6132009833480218,0.8962711864406779,0.46601804850535816
MVI_20065,0.6154968533104899,0.5974982945120162,0.635674135695414,0.6923525297272092,0.8397232811391647,1157,4073,48,17156,0.8007389476366417,0.8827247191011236,0.7326882723245511
MVI_39761,0.677165038103251,0.643311020811276,0.7136551796638385,0.756589564281872,0.8156720815901702,513,385,7,3718,0.8762559492332099,0.8616744669786791,0.8913394298009683
