video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
MVI_20011,0.6314705187672832,0.6014397024185603,0.6635573813901882,0.6966688438928804,0.8283031932558168,594,1727,1,7655,0.832475135783311,0.9047838086476541,0.7708687132593076
MVI_20012,0.7256351184171467,0.7090721834646437,0.7462019484620218,0.8380576208178439,0.8343159194361134,650,734,10,8608,0.8949334578566426,0.8993430314406382,0.8905669144981413
MVI_20032,0.6755129532096085,0.6519404120736422,0.7010931731518779,0.823777911888956,0.7967281325011485,109,183,0,1657,0.9098765432098765,0.9311433986102338,0.8895594447797224
MVI_20033,0.6747579627271582,0.6361253229725009,0.7162637805074196,0.7468714448236633,0.8164645766768223,686,647,2,5274,0.8737130442996127,0.870506305288914,0.8769434963974213
MVI_20034,0.6890595433860485,0.6889802505684317,0.6895641443419764,0.7833702436078116,0.8534531884471452,996,1143,13,9934,0.8499568987373866,0.8563400429140697,0.8436682101872357
MVI_20035,0.7511156814578482,0.7438722170690427,0.7585969466760233,0.8390552509489667,0.8692121227846124,1448,454,6,11855,0.9129695595854922,0.8776558487041793,0.9512442007591734
MVI_20051,0.6963603558844824,0.6751462704907494,0.7184979215240069,0.7252070740989478,0.8719955191575158,2002,433,20,8934,0.8628903637392602,0.7984385413691326,0.9386612939332886
MVI_20052,0.7131375313824269,0.677823843574019,0.7508893758069328,0.7266419428161264,0.8652611874729932,1763,484,38,8359,0.8662554870256154,0.8087777547208964,0.9325278143318578
MVI_20061,0.6883000544029503,0.6824311588385102,0.6966623689121546,0.7776577355229041,0.8462497045785373,1356,629,73,9256,0.8133478871043194,0.783732344986477,0.8452895419187554
MVI_20062,0.7215297307611259,0.6947624817971881,0.7507406487391547,0.7442850739578665,0.879524268210488,930,206,5,4462,0.878731343283582,0.8173929811029695,0.950022411474675
MVI_20063,0.6736618544177433,0.6601260218463904,0.6981687312492406,0.7681476846057572,0.827143239065361,622,837,23,6392,0.8207494629644363,0.8350331876315363,0.8069461827284106
