video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
MVI_40131,0.6594548357017721,0.6750200211171811,0.6457650626844951,0.7836074132080397,0.8298999210704825,1323,1943,50,15324,0.8013187691487944,0.8182127312295974,0.785108326807622
MVI_40171,0.4877835075559787,0.397092343368552,0.6014993740104042,0.39986559139784944,0.8107026511145473,881,4424,53,8928,0.5731852162369874,0.7617455896007428,0.45945340501792115
MVI_40172,0.43656687747972284,0.39409206992428497,0.48381579538658737,0.42999669275713814,0.8383331117194813,782,9495,64,18142,0.48239091799354394,0.7052709725315516,0.3665527505236468
MVI_40204,0.6200493105618161,0.5898204896106405,0.6539201431275888,0.7083556268949527,0.8166080208369296,973,5483,85,22428,0.8081594210082784,0.9098671726755219,0.7269038701622972
MVI_40751,0.6146723850542652,0.5965220839428889,0.6460739243380808,0.7232602220417005,0.7920629453590324,802,1220,22,7386,0.7249547164553435,0.746699196326062,0.7044408340102898
MVI_63554,0.5812733160749538,0.5310215368783762,0.6387596593376018,0.624657256017061,0.7845139946831384,692,2957,47,9847,0.7681450456136325,0.8828805064626748,0.6798009546054636
