video,track_id,event_id,start_frame,end_frame,length_frames,has_full,eligible,exclusion_reason,outcome,id_before,id_after,id_continuous,recall_during,tracker
MVI_63553,32,0,189,226,38,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,33,0,156,178,23,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,38,0,207,266,60,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,41,0,263,306,44,False,True,,switched,141.0,178.0,False,0.4318,runB-ekf_ctrv
MVI_63553,42,0,243,301,59,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,43,0,241,269,29,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,44,0,241,256,16,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,48,0,261,326,66,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,51,0,293,356,64,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,52,0,296,306,11,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,54,0,308,371,64,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,57,0,331,396,66,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,60,0,341,342,2,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,60,1,385,401,17,False,True,,lost_after,221.0,,False,0.4706,runB-ekf_ctrv
MVI_63553,62,0,373,436,64,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,63,0,381,394,14,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,64,0,387,456,70,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,65,0,396,466,71,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,66,0,391,410,20,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,67,0,420,491,72,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,70,0,447,516,70,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,71,0,498,501,4,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,73,0,487,535,49,False,True,,preserved,298.0,298.0,False,0.5102,runB-ekf_ctrv
MVI_63553,74,0,516,546,31,False,True,,lost_after,302.0,,False,0.9032,runB-ekf_ctrv
MVI_63553,75,0,496,509,14,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,76,0,512,571,60,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,78,0,556,571,16,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,79,0,533,591,59,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,82,0,564,572,9,False,True,,no_match_before,,,False,0.3333,runB-ekf_ctrv
MVI_63553,83,0,616,636,21,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,84,0,560,626,67,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,85,0,584,641,58,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,86,0,588,656,69,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,88,0,591,604,14,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,91,0,616,630,15,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,93,0,648,711,64,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,95,0,661,675,15,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,96,0,664,721,58,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,97,0,673,701,29,False,True,,preserved,409.0,409.0,True,1.0,runB-ekf_ctrv
MVI_63553,99,0,681,699,19,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,102,0,710,766,57,False,True,,switched,433.0,472.0,False,0.614,runB-ekf_ctrv
MVI_63553,103,0,710,781,72,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,105,0,722,781,60,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,107,0,721,735,15,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,109,0,760,825,66,False,True,,lost_after,464.0,,False,0.8788,runB-ekf_ctrv
MVI_63553,111,0,835,841,7,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,113,0,778,836,59,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,114,0,776,786,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,115,0,776,846,71,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,116,0,796,806,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,118,0,801,886,86,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,119,0,832,896,65,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,120,0,856,883,28,False,True,,preserved,530.0,530.0,False,0.9643,runB-ekf_ctrv
MVI_63553,121,0,849,916,68,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,123,0,894,938,45,False,True,,preserved,545.0,545.0,False,0.8444,runB-ekf_ctrv
MVI_63553,124,0,880,941,62,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,125,0,876,941,66,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,126,0,886,898,13,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,129,0,927,986,60,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,131,0,966,976,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,134,0,1001,1066,66,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,135,0,1001,1056,56,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,139,0,1034,1096,63,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,140,0,1073,1106,34,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,142,0,1046,1059,14,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,144,0,1055,1108,54,False,True,,lost_after,673.0,,False,0.7963,runB-ekf_ctrv
MVI_63553,145,0,1063,1121,59,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,146,0,1083,1141,59,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,148,0,1076,1086,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,149,0,1111,1151,41,False,True,,preserved,714.0,714.0,False,0.9756,runB-ekf_ctrv
MVI_63553,152,0,1131,1141,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,156,0,1169,1225,57,False,True,,preserved,745.0,745.0,True,1.0,runB-ekf_ctrv
MVI_63553,156,1,1229,1236,8,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,157,0,1181,1201,21,False,True,,no_match_before,,,False,0.9524,runB-ekf_ctrv
MVI_63553,159,0,1182,1246,65,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,160,0,1181,1246,66,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,161,0,1186,1194,9,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,162,0,1201,1206,6,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,163,0,1201,1212,12,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,165,0,1220,1281,62,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,166,0,1233,1287,55,False,True,,switched,771.0,813.0,False,0.6,runB-ekf_ctrv
MVI_63553,166,1,1298,1321,24,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,170,0,1252,1323,72,False,True,,no_match_before,,,False,0.3472,runB-ekf_ctrv
MVI_63553,170,1,1328,1331,4,False,True,,preserved,836.0,836.0,True,1.0,runB-ekf_ctrv
MVI_63553,171,0,1258,1326,69,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,172,0,1256,1308,53,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,172,1,1313,1326,14,False,True,,preserved,816.0,816.0,True,1.0,runB-ekf_ctrv
MVI_63553,173,0,1270,1326,57,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,174,0,1282,1324,43,False,True,,preserved,817.0,817.0,True,1.0,runB-ekf_ctrv
MVI_63553,174,1,1328,1346,19,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,176,0,1271,1281,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,177,0,1311,1319,9,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,180,0,1389,1397,9,False,True,,preserved,854.0,854.0,True,1.0,runB-ekf_ctrv
MVI_63553,181,0,1336,1345,10,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,182,0,1342,1401,60,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,183,0,1352,1405,54,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,185,0,1374,1405,32,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,186,0,1385,1405,21,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63553,189,0,1099,1110,12,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63553,190,0,1305,1361,57,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,3,0,1,11,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,4,0,1,26,26,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,5,0,1,40,40,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,8,0,11,23,13,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,9,0,17,71,55,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,11,0,50,101,52,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,13,0,51,66,16,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,15,0,77,141,65,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,19,0,115,176,62,False,True,,switched,66.0,74.0,False,0.8548,runB-ekf_ctrv
MVI_63554,20,0,120,176,57,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,22,0,136,196,61,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,23,0,156,200,45,False,True,,switched,82.0,119.0,False,0.7333,runB-ekf_ctrv
MVI_63554,24,0,146,156,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,25,0,161,211,51,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,30,0,208,281,74,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,31,0,201,276,76,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,32,0,213,276,64,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,33,0,262,306,45,False,True,,lost_after,152.0,,False,0.9556,runB-ekf_ctrv
MVI_63554,35,0,236,251,16,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,36,0,248,306,59,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,41,0,357,381,25,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,42,0,291,301,11,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,43,0,305,366,62,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,44,0,323,386,64,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,47,0,343,401,59,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,49,0,373,426,54,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,50,0,364,426,63,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,51,0,361,371,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,55,0,410,471,62,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,56,0,414,461,48,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,58,0,426,446,21,False,True,,preserved,293.0,293.0,False,0.9524,runB-ekf_ctrv
MVI_63554,60,0,426,438,13,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,61,0,406,468,63,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,62,0,458,462,5,False,True,,preserved,310.0,310.0,True,1.0,runB-ekf_ctrv
MVI_63554,62,1,467,501,35,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,63,0,447,506,60,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,64,0,455,496,42,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,68,0,490,546,57,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,69,0,486,501,16,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,72,0,602,621,20,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,73,0,536,585,50,False,True,,preserved,358.0,358.0,False,0.9,runB-ekf_ctrv
MVI_63554,76,0,541,553,13,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,77,0,551,606,56,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,79,0,566,626,61,True,True,,no_match_before,,,False,0.4098,runB-ekf_ctrv
MVI_63554,80,0,572,626,55,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,81,0,571,580,10,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,82,0,574,626,53,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,83,0,576,590,15,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,86,0,623,671,49,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,87,0,631,661,31,False,True,,preserved,405.0,405.0,False,0.9032,runB-ekf_ctrv
MVI_63554,88,0,626,638,13,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,90,0,707,726,20,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,92,0,657,706,50,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,93,0,670,708,39,False,True,,preserved,429.0,429.0,False,0.8205,runB-ekf_ctrv
MVI_63554,93,1,723,731,9,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,94,0,701,726,26,False,True,,preserved,431.0,431.0,True,1.0,runB-ekf_ctrv
MVI_63554,95,0,691,741,51,False,True,,preserved,439.0,439.0,False,0.7451,runB-ekf_ctrv
MVI_63554,96,0,676,690,15,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,98,0,698,761,64,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,99,0,701,715,15,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,101,0,719,766,48,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,102,0,721,734,14,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,103,0,785,801,17,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,105,0,751,811,61,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,108,0,773,816,44,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,109,0,766,783,18,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,112,0,796,826,31,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,115,0,839,891,53,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,116,0,831,845,15,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,117,0,849,901,53,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,120,0,866,880,15,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,123,0,882,941,60,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,124,0,888,941,54,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,126,0,909,945,37,False,True,,preserved,592.0,592.0,True,1.0,runB-ekf_ctrv
MVI_63554,129,0,916,928,13,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,132,0,956,967,12,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,134,0,977,1031,55,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,137,0,996,1007,12,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,139,0,1029,1076,48,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,142,0,1056,1070,15,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,143,0,1070,1126,57,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,147,0,1113,1151,39,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,148,0,1114,1121,8,False,True,,preserved,677.0,677.0,True,1.0,runB-ekf_ctrv
MVI_63554,151,0,1121,1132,12,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,152,0,1138,1147,10,False,True,,preserved,695.0,695.0,True,1.0,runB-ekf_ctrv
MVI_63554,152,1,1182,1183,2,False,True,,preserved,695.0,695.0,True,1.0,runB-ekf_ctrv
MVI_63554,152,2,1187,1191,5,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,153,0,1146,1159,14,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,155,0,1158,1206,49,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,158,0,1193,1246,54,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,160,0,1206,1217,12,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,162,0,1218,1271,54,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,163,0,1211,1264,54,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,164,0,1216,1281,66,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,165,0,1225,1276,52,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,168,0,1254,1306,53,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,169,0,1251,1264,14,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,171,0,1277,1326,50,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,174,0,1291,1301,11,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,175,0,1308,1366,59,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,177,0,1316,1366,51,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,180,0,1346,1354,9,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,182,0,1381,1431,51,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,183,0,1401,1408,8,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,185,0,1407,1445,39,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,186,0,1428,1445,18,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63554,188,0,1431,1441,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,189,0,1156,1169,14,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63554,190,0,786,802,17,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,7,0,11,50,40,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,9,0,26,69,44,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,10,0,54,76,23,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63561,11,0,51,80,30,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,12,0,56,81,26,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,15,0,102,141,40,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63561,16,0,90,98,9,False,True,,preserved,80.0,80.0,True,1.0,runB-ekf_ctrv
MVI_63561,16,1,107,110,4,False,True,,preserved,80.0,80.0,True,1.0,runB-ekf_ctrv
MVI_63561,17,0,81,121,41,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,19,0,96,131,36,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,20,0,111,138,28,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,21,0,121,148,28,False,True,,preserved,105.0,105.0,True,1.0,runB-ekf_ctrv
MVI_63561,23,0,121,156,36,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,26,0,136,170,35,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,27,0,151,161,11,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,28,0,172,196,25,False,True,,preserved,138.0,138.0,False,0.84,runB-ekf_ctrv
MVI_63561,29,0,161,188,28,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,32,0,166,178,13,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,37,0,201,228,28,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,38,0,201,234,34,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,39,0,206,236,31,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,40,0,211,221,11,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,41,0,216,241,26,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,42,0,236,246,11,False,True,,preserved,257.0,257.0,True,1.0,runB-ekf_ctrv
MVI_63561,47,0,276,294,19,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,48,0,276,297,22,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,49,0,281,306,26,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,50,0,281,285,5,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,52,0,301,336,36,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,54,0,301,341,41,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,56,0,306,313,8,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,57,0,365,371,7,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63561,58,0,326,367,42,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,59,0,331,371,41,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,62,0,346,352,7,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,64,0,351,389,39,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,65,0,361,405,45,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,66,0,387,407,21,False,True,,preserved,394.0,394.0,True,1.0,runB-ekf_ctrv
MVI_63561,68,0,386,440,55,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,70,0,406,451,46,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,71,0,425,472,48,False,True,,preserved,425.0,425.0,False,0.8958,runB-ekf_ctrv
MVI_63561,72,0,421,454,34,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,75,0,441,492,52,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,77,0,461,511,51,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,80,0,481,531,51,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,82,0,491,538,48,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,83,0,491,538,48,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,84,0,518,569,52,False,True,,preserved,510.0,510.0,True,1.0,runB-ekf_ctrv
MVI_63561,86,0,521,586,66,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,90,0,536,599,64,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,91,0,551,602,52,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,92,0,551,624,74,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,93,0,561,601,41,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,96,0,571,656,86,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,98,0,581,646,66,False,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63561,99,0,586,650,65,True,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,100,0,611,626,16,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,100,1,644,649,6,False,True,,preserved,638.0,638.0,True,1.0,runB-ekf_ctrv
MVI_63561,100,2,656,679,24,False,True,,preserved,638.0,638.0,True,1.0,runB-ekf_ctrv
MVI_63561,101,0,614,625,12,False,True,,preserved,636.0,636.0,True,1.0,runB-ekf_ctrv
MVI_63561,102,0,625,672,48,False,True,,switched,629.0,679.0,False,0.8333,runB-ekf_ctrv
MVI_63561,102,1,677,701,25,True,False,gt_missing_after,,,,False,0.0,runB-ekf_ctrv
MVI_63561,104,0,636,712,77,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,107,0,656,704,49,False,False,gt_missing_before,,,,False,0.0,runB-ekf_ctrv
MVI_63561,107,1,708,738,31,False,True,,preserved,670.0,670.0,False,0.8065,runB-ekf_ctrv
