video,track_id,event_id,start_frame,end_frame,length_frames,has_full,eligible,exclusion_reason,outcome,id_before,id_after,id_continuous,recall_during,tracker
MVI_20011,8,0,25,75,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,10,0,47,107,61,False,True,,switched,15.0,91.0,False,0.0984,runB-cv
MVI_20011,13,0,64,171,108,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,13,1,197,209,13,False,True,,lost_after,65.0,,False,0.0,runB-cv
MVI_20011,21,0,227,302,76,False,True,,preserved,147.0,147.0,True,1.0,runB-cv
MVI_20011,24,0,229,269,41,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,26,0,295,315,21,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,28,0,301,404,104,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,28,1,409,421,13,True,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20011,29,0,511,541,31,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20011,29,1,650,664,15,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20011,34,0,478,541,64,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20011,35,0,367,479,113,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,35,1,488,495,8,False,True,,preserved,256.0,256.0,True,1.0,runB-cv
MVI_20011,37,0,397,447,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,37,1,453,571,119,False,True,,lost_after,233.0,,False,0.3109,runB-cv
MVI_20011,40,0,421,533,113,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,40,1,538,575,38,True,True,,lost_after,249.0,,False,0.0,runB-cv
MVI_20011,43,0,475,529,55,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,43,1,548,553,6,False,True,,preserved,272.0,272.0,True,1.0,runB-cv
MVI_20011,43,2,560,571,12,False,True,,lost_after,272.0,,False,0.0,runB-cv
MVI_20011,43,3,593,599,7,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20011,47,0,570,638,69,False,True,,no_match_before,,,False,0.0725,runB-cv
MVI_20011,47,1,645,652,8,False,True,,preserved,358.0,358.0,True,1.0,runB-cv
MVI_20011,47,2,658,662,5,False,True,,preserved,358.0,358.0,True,1.0,runB-cv
MVI_20011,48,0,541,664,124,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,51,0,619,646,28,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20011,51,1,652,663,12,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20011,52,0,631,664,34,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,3,0,1,11,11,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,3,1,31,402,372,True,True,,no_match_before,,,False,0.4704,runB-cv
MVI_20012,5,0,1,22,22,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,9,0,34,43,10,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20012,11,0,1,81,81,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,12,0,35,41,7,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20012,12,1,52,82,31,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20012,14,0,31,88,58,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,14,1,209,326,118,False,True,,preserved,39.0,39.0,True,1.0,runB-cv
MVI_20012,15,0,293,399,107,False,True,,switched,58.0,220.0,False,0.7757,runB-cv
MVI_20012,16,0,79,221,143,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,16,1,238,241,4,False,True,,preserved,52.0,52.0,True,1.0,runB-cv
MVI_20012,16,2,247,267,21,False,True,,preserved,52.0,52.0,True,1.0,runB-cv
MVI_20012,16,3,295,325,31,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20012,17,0,209,221,13,False,True,,preserved,76.0,76.0,True,1.0,runB-cv
MVI_20012,17,1,231,271,41,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20012,18,0,139,142,4,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,18,1,149,177,29,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20012,18,2,187,224,38,False,True,,no_match_before,,,False,0.1579,runB-cv
MVI_20012,25,0,321,331,11,False,True,,switched,173.0,197.0,False,0.0,runB-cv
MVI_20012,26,0,295,392,98,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,28,0,355,430,76,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,28,1,435,444,10,False,True,,preserved,298.0,298.0,True,1.0,runB-cv
MVI_20012,31,0,403,480,78,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,31,1,486,513,28,False,True,,preserved,301.0,301.0,True,1.0,runB-cv
MVI_20012,36,0,544,679,136,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20012,37,0,487,589,103,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,38,0,499,615,117,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20012,41,0,815,842,28,False,True,,lost_after,454.0,,False,0.5357,runB-cv
MVI_20012,41,1,852,855,4,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20033,2,0,83,101,19,False,True,,preserved,2.0,2.0,True,1.0,runB-cv
MVI_20033,2,1,105,173,69,False,True,,lost_after,2.0,,False,0.3913,runB-cv
MVI_20033,5,0,211,233,23,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20033,5,1,243,247,5,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20033,14,0,530,560,31,False,True,,lost_after,136.0,,False,0.4516,runB-cv
MVI_20034,2,0,90,91,2,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,4,0,1,31,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,6,0,234,253,20,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,7,0,222,325,104,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,15,0,405,469,65,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,16,0,325,343,19,False,True,,preserved,113.0,113.0,True,1.0,runB-cv
MVI_20034,16,1,619,638,20,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20034,20,0,469,505,37,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,21,0,640,643,4,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,22,0,539,568,30,False,True,,preserved,205.0,205.0,True,1.0,runB-cv
MVI_20034,23,0,484,643,160,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,24,0,403,417,15,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,24,1,426,440,15,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20034,25,0,403,513,111,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,28,0,439,453,15,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,30,0,548,741,194,False,True,,switched,174.0,326.0,False,0.6031,runB-cv
MVI_20034,33,0,541,621,81,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,38,0,604,623,20,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20034,38,1,640,662,23,False,True,,no_match_before,,,False,0.5652,runB-cv
MVI_20034,38,2,684,687,4,False,True,,preserved,300.0,300.0,True,1.0,runB-cv
MVI_20034,42,0,691,800,110,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,46,0,757,800,44,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20034,48,0,238,347,110,True,True,,switched,1.0,94.0,False,0.4455,runB-cv
MVI_20034,48,1,422,455,34,False,True,,preserved,94.0,94.0,True,1.0,runB-cv
MVI_20034,48,2,646,682,37,False,True,,preserved,274.0,274.0,False,0.973,runB-cv
MVI_20034,48,3,686,731,46,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,49,0,614,651,38,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20034,50,0,321,340,20,False,True,,preserved,63.0,63.0,True,1.0,runB-cv
MVI_20035,1,0,151,157,7,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,2,0,67,115,49,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,10,0,360,375,16,False,True,,preserved,104.0,104.0,True,1.0,runB-cv
MVI_20035,10,1,381,445,65,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,12,0,389,449,61,False,True,,preserved,127.0,127.0,True,1.0,runB-cv
MVI_20035,13,0,436,508,73,False,True,,switched,151.0,263.0,False,0.6575,runB-cv
MVI_20035,15,0,575,601,27,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,19,0,639,691,53,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,22,0,654,727,74,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,28,0,774,800,27,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,33,0,1,11,11,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20035,34,0,103,135,33,False,True,,preserved,5.0,5.0,True,1.0,runB-cv
MVI_20035,35,0,1,115,115,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20035,37,0,99,209,111,False,True,,preserved,10.0,10.0,True,1.0,runB-cv
MVI_20035,49,0,251,356,106,False,True,,no_match_before,,,False,0.3491,runB-cv
MVI_20035,54,0,472,500,29,False,True,,preserved,185.0,185.0,True,1.0,runB-cv
MVI_20035,55,0,397,427,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20035,58,0,487,556,70,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20035,58,1,605,619,15,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20035,62,0,577,637,61,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,4,0,1,41,41,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,6,0,19,49,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,8,0,67,117,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,9,0,73,212,140,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,11,0,134,167,34,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20051,13,0,187,217,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,15,0,235,255,21,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,17,0,271,381,111,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,19,0,301,341,41,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,20,0,355,365,11,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,23,0,391,441,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,24,0,439,512,74,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,25,0,439,469,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,26,0,487,547,61,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,27,0,487,537,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,28,0,559,613,55,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,29,0,565,625,61,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,30,0,619,701,83,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,33,0,691,701,11,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,38,0,745,853,109,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,42,0,880,906,27,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20051,43,0,829,889,61,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,44,0,829,899,71,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20051,47,0,900,906,7,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20051,51,0,31,34,4,False,True,,preserved,4.0,4.0,True,1.0,runB-cv
MVI_20051,51,1,726,762,37,False,True,,preserved,168.0,168.0,True,1.0,runB-cv
MVI_20051,51,2,786,865,80,False,True,,switched,168.0,545.0,False,0.8125,runB-cv
MVI_20052,8,0,30,107,78,False,True,,no_match_before,,,False,0.2564,runB-cv
MVI_20052,10,0,1,31,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,12,0,67,109,43,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20052,13,0,1,11,11,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,14,0,19,69,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,15,0,25,65,41,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,20,0,103,178,76,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,23,0,181,211,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,24,0,191,286,96,False,True,,no_match_before,,,False,0.9583,runB-cv
MVI_20052,24,1,295,301,7,False,True,,preserved,169.0,169.0,True,1.0,runB-cv
MVI_20052,25,0,292,343,52,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20052,27,0,247,287,41,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,28,0,247,307,61,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,30,0,265,546,282,False,True,,no_match_before,,,False,0.7163,runB-cv
MVI_20052,31,0,334,394,61,False,True,,preserved,217.0,217.0,True,1.0,runB-cv
MVI_20052,34,0,343,511,169,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,39,0,427,457,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20052,40,0,599,631,33,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20052,43,0,128,138,11,False,True,,preserved,4.0,4.0,True,1.0,runB-cv
MVI_20052,43,1,253,271,19,False,True,,preserved,4.0,4.0,True,1.0,runB-cv
MVI_20052,43,2,280,353,74,False,True,,preserved,4.0,4.0,True,1.0,runB-cv
MVI_20052,43,3,364,403,40,False,True,,preserved,4.0,4.0,True,1.0,runB-cv
MVI_20052,43,4,437,539,103,False,True,,preserved,4.0,4.0,True,1.0,runB-cv
MVI_20061,7,0,17,267,251,False,True,,switched,19.0,340.0,False,0.494,runB-cv
MVI_20061,7,1,339,457,119,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20061,8,0,96,159,64,False,True,,switched,3.0,221.0,False,0.4531,runB-cv
MVI_20061,8,1,165,229,65,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20061,9,0,165,203,39,False,True,,preserved,188.0,188.0,True,1.0,runB-cv
MVI_20061,9,1,210,212,3,False,True,,preserved,188.0,188.0,True,1.0,runB-cv
MVI_20061,10,0,1,120,120,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,11,0,1,111,111,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,11,1,134,181,48,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20061,12,0,1,21,21,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,12,1,102,229,128,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20061,13,0,21,79,59,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20061,14,0,1,81,81,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,15,0,1,127,127,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,16,0,1,31,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,17,0,1,61,61,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,22,0,173,183,11,False,True,,preserved,217.0,217.0,True,1.0,runB-cv
MVI_20061,25,0,169,339,171,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,34,0,451,501,51,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20061,49,0,142,153,12,False,True,,switched,129.0,239.0,False,0.0,runB-cv
MVI_20061,49,1,160,215,56,False,True,,preserved,239.0,239.0,True,1.0,runB-cv
MVI_20061,49,2,219,243,25,False,True,,lost_after,239.0,,False,0.52,runB-cv
MVI_20062,12,0,2,162,161,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20062,19,0,301,431,131,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20062,21,0,355,483,129,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20062,24,0,505,525,21,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20062,25,0,713,795,83,False,True,,lost_after,354.0,,False,0.3494,runB-cv
MVI_20062,26,0,700,778,79,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20063,4,0,379,383,5,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20063,7,0,235,351,117,False,True,,switched,66.0,120.0,False,0.547,runB-cv
MVI_20063,7,1,407,481,75,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20063,10,0,534,541,8,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20063,11,0,599,639,41,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20063,11,1,660,662,3,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20063,12,0,381,578,198,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20063,12,1,583,670,88,False,True,,lost_after,204.0,,False,0.0,runB-cv
MVI_20063,13,0,380,439,60,True,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20063,14,0,480,562,83,False,True,,preserved,168.0,168.0,False,0.9036,runB-cv
MVI_20063,16,0,699,779,81,False,True,,lost_after,177.0,,False,0.0617,runB-cv
MVI_20063,18,0,581,771,191,False,True,,switched,218.0,341.0,False,0.5759,runB-cv
MVI_20063,22,0,682,791,110,False,True,,no_match_before,,,False,0.1818,runB-cv
MVI_20063,23,0,738,746,9,False,True,,preserved,277.0,277.0,True,1.0,runB-cv
MVI_20063,27,0,761,791,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20064,4,0,1,7,7,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20064,7,0,3,10,8,False,True,,preserved,1.0,1.0,True,1.0,runB-cv
MVI_20064,7,1,14,23,10,False,True,,preserved,1.0,1.0,True,1.0,runB-cv
MVI_20064,7,2,29,38,10,False,True,,preserved,1.0,1.0,True,1.0,runB-cv
MVI_20064,7,3,184,233,50,False,True,,lost_after,99.0,,False,0.16,runB-cv
MVI_20064,9,0,42,127,86,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,10,0,1,35,35,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20064,11,0,92,127,36,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,14,0,11,19,9,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,15,0,377,379,3,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,16,0,202,239,38,False,True,,lost_after,43.0,,False,0.4737,runB-cv
MVI_20064,16,1,245,248,4,False,True,,lost_after,43.0,,False,0.0,runB-cv
MVI_20064,16,2,279,355,77,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,18,0,104,112,9,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,18,1,144,294,151,False,True,,preserved,72.0,72.0,True,1.0,runB-cv
MVI_20064,18,2,404,775,372,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,19,0,117,139,23,False,True,,preserved,77.0,77.0,False,0.913,runB-cv
MVI_20064,19,1,247,265,19,False,True,,preserved,77.0,77.0,True,1.0,runB-cv
MVI_20064,19,2,284,328,45,False,True,,switched,77.0,220.0,False,0.3111,runB-cv
MVI_20064,19,3,407,411,5,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,19,4,423,430,8,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,20,0,667,669,3,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,20,1,721,749,29,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,22,0,152,170,19,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,22,1,228,302,75,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,22,2,310,315,6,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,22,3,324,333,10,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,24,0,280,341,62,False,True,,preserved,148.0,148.0,False,1.0,runB-cv
MVI_20064,24,1,345,347,3,False,True,,preserved,148.0,148.0,True,1.0,runB-cv
MVI_20064,24,2,377,466,90,False,True,,lost_after,148.0,,False,0.7111,runB-cv
MVI_20064,24,3,525,582,58,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,24,4,600,602,3,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,24,5,618,629,12,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,24,6,633,691,59,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,25,0,253,262,10,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20064,25,1,488,605,118,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,25,2,630,634,5,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,25,3,653,664,12,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,25,4,675,732,58,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,26,0,408,555,148,False,True,,lost_after,204.0,,False,0.2162,runB-cv
MVI_20064,28,0,449,489,41,False,True,,lost_after,219.0,,False,0.2683,runB-cv
MVI_20064,28,1,524,534,11,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,28,2,547,681,135,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,0,361,400,40,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20064,29,1,502,572,71,False,True,,lost_after,252.0,,False,0.2394,runB-cv
MVI_20064,29,2,592,605,14,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,3,611,615,5,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,4,621,626,6,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,5,634,744,111,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,6,748,753,6,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,7,768,786,19,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,29,8,794,799,6,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,30,0,374,450,77,False,True,,no_match_before,,,False,0.8571,runB-cv
MVI_20064,30,1,454,485,32,False,True,,switched,250.0,339.0,False,0.5312,runB-cv
MVI_20064,30,2,515,646,132,False,True,,lost_after,339.0,,False,0.2121,runB-cv
MVI_20064,30,3,652,666,15,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,30,4,718,759,42,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,30,5,777,800,24,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,31,0,396,398,3,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,31,1,408,410,3,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,31,2,419,434,16,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,31,3,444,445,2,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,31,4,455,491,37,False,True,,no_match_before,,,False,0.7568,runB-cv
MVI_20064,34,0,421,525,105,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20064,34,1,532,551,20,False,True,,preserved,284.0,284.0,True,1.0,runB-cv
MVI_20064,34,2,575,686,112,False,True,,switched,284.0,540.0,False,0.125,runB-cv
MVI_20064,35,0,563,762,200,False,True,,lost_after,291.0,,False,0.0,runB-cv
MVI_20064,35,1,780,783,4,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,35,2,790,800,11,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,38,0,512,550,39,False,True,,preserved,333.0,333.0,True,1.0,runB-cv
MVI_20064,38,1,752,791,40,False,True,,lost_after,333.0,,False,0.325,runB-cv
MVI_20064,38,2,797,800,4,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,39,0,482,788,307,True,True,,no_match_before,,,False,0.9186,runB-cv
MVI_20064,43,0,654,695,42,False,True,,no_match_before,,,False,0.0,runB-cv
MVI_20064,45,0,710,800,91,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20064,47,0,707,750,44,False,True,,no_match_before,,,False,0.6136,runB-cv
MVI_20065,6,0,1,97,97,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,12,0,97,117,21,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,14,0,256,310,55,False,True,,preserved,106.0,106.0,True,1.0,runB-cv
MVI_20065,15,0,103,250,148,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,15,1,257,263,7,False,True,,preserved,135.0,135.0,True,1.0,runB-cv
MVI_20065,15,2,289,339,51,False,True,,preserved,135.0,135.0,True,1.0,runB-cv
MVI_20065,16,0,103,113,11,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,17,0,266,295,30,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20065,18,0,151,156,6,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,18,1,164,262,99,False,True,,no_match_before,,,False,0.6768,runB-cv
MVI_20065,18,2,310,318,9,False,True,,preserved,133.0,133.0,True,1.0,runB-cv
MVI_20065,18,3,367,428,62,False,True,,preserved,133.0,133.0,True,1.0,runB-cv
MVI_20065,19,0,151,161,11,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,20,0,169,189,21,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,20,1,239,419,181,False,True,,switched,137.0,217.0,False,0.7624,runB-cv
MVI_20065,21,0,169,249,81,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,23,0,305,333,29,False,True,,preserved,184.0,184.0,True,1.0,runB-cv
MVI_20065,24,0,275,297,23,False,True,,preserved,150.0,150.0,True,1.0,runB-cv
MVI_20065,26,0,229,395,167,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,28,0,374,404,31,False,True,,lost_after,191.0,,False,0.0,runB-cv
MVI_20065,30,0,307,337,31,False,False,gt_missing_before,,,,False,0.0,runB-cv
MVI_20065,30,1,454,475,22,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20065,32,0,422,473,52,False,True,,preserved,272.0,272.0,True,1.0,runB-cv
MVI_20065,32,1,481,483,3,False,True,,preserved,272.0,272.0,True,1.0,runB-cv
MVI_20065,34,0,429,434,6,False,True,,preserved,270.0,270.0,True,1.0,runB-cv
MVI_20065,37,0,448,488,41,False,True,,preserved,300.0,300.0,False,0.7317,runB-cv
MVI_20065,38,0,435,589,155,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20065,39,0,527,615,89,False,True,,lost_after,324.0,,False,0.3371,runB-cv
MVI_20065,40,0,630,643,14,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20065,41,0,584,627,44,False,True,,preserved,346.0,346.0,True,1.0,runB-cv
MVI_20065,42,0,578,598,21,False,True,,preserved,372.0,372.0,True,1.0,runB-cv
MVI_20065,46,0,628,635,8,False,True,,preserved,381.0,381.0,True,1.0,runB-cv
MVI_20065,46,1,779,781,3,False,False,gt_missing_after,,,,False,0.0,runB-cv
MVI_20065,48,0,537,647,111,False,False,gt_missing_before,,,,False,0.0,runB-cv
