video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
COMBINED_SEQ,0.6142744474688767,0.5755977324140733,0.6599823524297883,0.6557119480645383,0.8102493256817616,70469,133530,1982,598281,0.77950879619868,0.825430664026008,0.7384272607687692
