video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
COMBINED_SEQ,0.6101942350599726,0.5733863043394875,0.6536959093988042,0.6613096521534195,0.8125467217193452,53302,147050,2280,598281,0.7783216390071218,0.8506321687580396,0.7173418510699822
