video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
MVI_40751,0.613167888997144,0.597150711168155,0.6423172401157561,0.7235310046033036,0.7920592312065011,801,1220,21,7386,0.7250052253884205,0.7468063729008182,0.7044408340102898
MVI_40752,0.5414071157106625,0.4665357174004263,0.6298033532524011,0.5171492997863755,0.8236041071808522,904,7178,55,16852,0.6831935836675174,0.885800718472301,0.5560170899596487
MVI_40871,0.6733434093477374,0.5836678125353539,0.7859102376052822,0.6665938566552901,0.8532578032732295,1284,10887,40,36625,0.7736421198171163,0.9111094663607431,0.6722184300341297
MVI_40962,0.6567375171925374,0.6457526047841725,0.6693982194456048,0.7193931398416886,0.8083793376769429,744,1364,19,7580,0.8471801925722146,0.8849137931034483,0.812532981530343
MVI_40963,0.5573895869357117,0.5293860905495658,0.5910645031402316,0.6713635192026807,0.7406837183875034,718,3069,38,11639,0.8084293018588427,0.9107450473729544,0.7267806512586992
MVI_40981,0.6238952015527865,0.6095094751140083,0.6420011098373797,0.7907044158855928,0.7412859424042735,856,1266,44,10349,0.8767744479495269,0.8948586376899085,0.8594067059619287
MVI_40991,0.3083660519423828,0.39040475513429973,0.24549435259770225,0.4678714859437751,0.7266861107186059,317,2032,36,4482,0.43647399641329837,0.5717383447777377,0.35296742525658187
MVI_40992,0.3175056349360476,0.39907057743761437,0.25496438047884035,0.39865665744764917,0.7473400631986593,648,2341,55,5062,0.41181354524967384,0.5152864351439597,0.34294745160015805
MVI_41063,0.5893713210885974,0.5438299896272399,0.6416170689773261,0.6233081210191083,0.8036134391624227,663,3075,47,10048,0.7584256955439945,0.8782084861183866,0.6673964968152867
MVI_41073,0.6483600708959353,0.6175996697185553,0.6838281609844183,0.7257892180670228,0.7917723938901263,927,1855,41,10295,0.8371477977825247,0.8786164193445073,0.7994171928120447
MVI_63521,0.6913946656861382,0.679712784383331,0.704187390993927,0.795068928950159,0.8522473816604444,439,2627,26,15088,0.8818779476918679,0.9566666666666667,0.8179347826086957
MVI_63525,0.7645694022412626,0.7316065091524366,0.8046650238514795,0.8636887608069165,0.8492851326323712,114,350,9,3470,0.9060262529832935,0.9390847247990105,0.8752161383285303
MVI_63544,0.48022422487733346,0.43977618738653146,0.5255061729432393,0.43555781966377993,0.7902289083451299,440,649,19,1963,0.6419155232714555,0.6801596351197263,0.6077432501273561
MVI_63552,0.5301276172694162,0.48168326069902095,0.5891811602867939,0.5156755236890201,0.7535420288743672,1016,2391,38,7113,0.7182320441988951,0.8042872080864413,0.6488120343033882
MVI_63553,0.5424982811675495,0.4887243596055998,0.6060116852876026,0.5871925754060325,0.7557996601079022,744,3659,45,10775,0.7371075932385297,0.8737913486005089,0.6374013921113689
MVI_63554,0.5821446766480481,0.5305954774033353,0.6410651961444797,0.6247588097897837,0.7845994223208432,689,2959,47,9847,0.7700872359963269,0.8854427873828692,0.6813242611963034
MVI_63561,0.5513303089909877,0.4857137573130341,0.6288863669602952,0.536162399265531,0.7919796240369574,1071,3416,60,9803,0.7116621284977696,0.8235451863770448,0.626542895032133
MVI_63562,0.5896899518311788,0.5410744323578925,0.6465726165721528,0.6252994011976047,0.7931745124878257,568,1892,43,6680,0.765869059488202,0.8605302464525766,0.6899700598802395
MVI_63563,0.5843847072008114,0.5167762072055827,0.6647235217159461,0.6017356754496027,0.7983253962263779,616,3143,50,9564,0.7521233660622854,0.8871678271990905,0.6527603513174404
