video,HOTA,DetA,AssA,MOTA,MOTP,FP,FN,IDSW,GT_dets,IDF1,IDP,IDR
COMBINED_SEQ,0.6089564045230162,0.5732484338189983,0.651256522575244,0.6610890200424215,0.8125535082822252,53338,147122,2304,598281,0.775846090509604,0.8479594526825729,0.7150369140922075
