video,track_id,start,end,T,omega_ekf,v_ekf,R_px,arc_deg,omega_gt_before,omega_gt_during
MVI_40204,115,771,841,71,-0.006711469925410119,10.37766793843589,1546.258577296946,27.302261974903665,-0.005816541143144611,-0.00033011922288519975
MVI_40204,115,848,851,4,0.010172917247929894,3.01343171192311,296.2209991963042,2.3314608945688935,-0.01886576299482436,0.0
MVI_40204,126,904,946,43,0.0003560068052036923,4.032081579420627,11325.855350190952,0.877100558892627,0.004406806552687181,0.004087601210311064
MVI_40204,126,988,991,4,0.008883700023286261,1.2982444493251606,146.13780811172794,2.035994071178296,0.11093799227241417,
MVI_40204,161,1119,1185,67,0.0005045856173941324,4.8637363697309235,9639.070560213477,1.937011960739011,0.002873355675751609,-0.0016593370654568672
MVI_40732,16,122,123,2,-0.001248227422906377,3.874236692026486,3103.7907202885353,0.14303632641005348,0.005942566238856669,
MVI_40732,16,225,326,102,0.0028586566210677027,4.218250744645413,1475.6059589521126,16.706473865359417,0.015752349023005836,-0.0014829302196041594
MVI_40732,40,635,647,13,-1.569848257240235e-05,1.8630750963936864,118678.67405662117,0.011692938350058298,-0.0009984415345469788,0.0007834031740682302
MVI_40732,40,745,811,67,0.003504292161384275,7.1187017850159835,2031.423596314508,13.45233711888244,0.0067734651475384895,-0.010237350420648201
MVI_40751,7,147,160,14,-0.05,4.083664825482909,81.67329650965819,40.10704565915763,-0.01256169327797017,-0.018609094203005716
MVI_40751,7,179,275,97,-0.0032642497367897498,3.0344616245044973,929.6046164313276,18.141690119890022,-0.00893634809261559,0.004421144537853098
MVI_40751,11,352,440,89,0.05,26.82067014445453,536.4134028890905,254.96621883321635,0.00933703623927855,0.0028025335818525174
MVI_40991,3,127,172,46,-0.004364428666897196,10.43656836063668,2391.2793992475426,11.502913759559409,-0.006244621922298073,0.00014929482147540973
MVI_40991,12,652,720,69,3.765676508575418e-05,12.753841616287545,338686.59687691584,0.14887258595752226,0.00013361638087605598,-0.0007910466920428749
MVI_40991,13,718,766,49,-0.005225630553318609,9.415907589615033,1801.8701271629948,14.6709222239887,-0.006948180871010772,0.005784013514115394
MVI_40991,13,809,818,10,0.004094032017840364,1.6428194227840858,401.27175743258766,2.34570755813681,0.024203566765288412,
MVI_40991,19,1158,1197,40,-0.004303649909951591,10.670926461906106,2479.506159929755,9.86323905368332,0.008437267414184038,-0.0022379352030739035
MVI_40991,20,1203,1234,32,-0.0029688535755918893,11.429438927069597,3849.781956589406,5.443288955959647,0.000839064827988345,0.0011512984363208764
MVI_40991,21,1258,1296,39,-0.007382121186657399,15.221593668801003,2061.953913234699,16.49561112613346,-0.011656856229344374,0.0006428328774897101
MVI_40991,24,1400,1441,42,-0.004077875399262367,11.934816530600397,2926.7241791544798,9.813092089834283,0.005938017266337589,0.005345016029485605
MVI_40991,24,1449,1499,51,0.0005524313442463341,4.607955666112787,8341.227763604336,1.6142512092987353,-0.006389438354759785,0.0008860583265907827
MVI_40991,26,1690,1806,117,-0.0031846576714357083,10.328154138708626,3243.097125115016,21.3486909207655,0.0029549737908335797,-0.0010929059240241856
MVI_40992,5,228,293,66,-0.006299247638215066,9.110526701177864,1446.2880687382205,23.82074004931335,-0.0002826155915802025,7.098177018666912e-05
MVI_40992,12,524,563,40,-0.04258423054290127,36.39479315633084,854.6542391946025,97.5958673568135,-0.0027835115596066893,0.006306040683311426
MVI_40992,12,575,609,35,-0.03857968323278848,-2.9042911422978674,75.28032629955707,77.36585584666427,0.006545088485349942,0.0051071119095398
MVI_40992,27,1310,1353,44,-0.01157047270097876,11.756839702718342,1016.107120820035,29.16932712044635,-0.016563637743362773,0.004271753694406418
MVI_40992,33,1669,1796,128,-0.005772376848994285,8.732451934169,1512.80004105942,42.33380239441887,-0.0020278546270363204,0.002649925116734947
MVI_40992,36,1769,1835,67,-0.024724061793626302,9.451229958899415,382.2684977003204,94.91115434409417,-0.0009078738589596291,0.00251706135319197
MVI_40992,36,1855,1901,47,-0.04377289834948136,-1.0296232778963263,23.52193518637602,117.87610962658111,-0.011715660132951056,0.0068609838164695935
MVI_40992,37,1808,1898,91,-0.013074285771650495,9.735216949249008,744.6079364700956,68.16822693257997,-0.03934940442404445,0.00025357807688026335
MVI_40992,37,1917,1951,35,0.0155978299531528,1.5925943867051529,102.10358694051801,31.27914390574379,-0.015251031168668968,-0.0021838568525025365
MVI_63544,10,159,265,107,-0.003941536077369625,5.865047111174726,1488.010510635425,24.16417187740575,-0.022167774123209378,0.002811542813769436
MVI_63544,12,283,366,84,-0.0021622704272424727,4.923662228957204,2277.079761589448,10.406673450343215,-0.013375022160547978,-2.535920878052661e-05
